 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Set/2011
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";154
"110002 ARIQUEMES";463
"110003 CABIXI";18
"110004 CACOAL";569
"110005 CEREJEIRAS";161
"110006 COLORADO DO OESTE";176
"110008 COSTA MARQUES";28
"110009 ESPIGAO D'OESTE";144
"110010 GUAJARA-MIRIM";258
"110011 JARU";188
"110012 JI-PARANA";760
"110013 MACHADINHO D'OESTE";120
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";365
"110018 PIMENTA BUENO";235
"110020 PORTO VELHO";3085
"110025 PRESIDENTE MEDICI";66
"110028 ROLIM DE MOURA";475
"110029 SANTA LUZIA D'OESTE";60
"110030 VILHENA";521
"110032 SAO MIGUEL DO GUAPORE";95
"110033 NOVA MAMORE";81
"110034 ALVORADA D'OESTE";121
"110037 ALTO ALEGRE DOS PARECIS";75
"110040 ALTO PARAISO";62
"110050 NOVO HORIZONTE DO OESTE";45
"110060 CACAULANDIA";22
"110070 CAMPO NOVO DE RONDONIA";79
"110094 CUJUBIM";44
"110100 GOVERNADOR JORGE TEIXEIRA";29
"110110 ITAPUA DO OESTE";1
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";76
"110140 MONTE NEGRO";187
"110143 NOVA UNIAO";23
"110145 PARECIS";16
"110146 PIMENTEIRAS DO OESTE";4
"110149 SAO FRANCISCO DO GUAPORE";75
"110150 SERINGUEIRAS";113
"110155 TEIXEIROPOLIS";15
"110160 THEOBROMA";6
"110170 URUPA";52
"110175 VALE DO ANARI";13
"110180 VALE DO PARAISO";22
"120005 ASSIS BRASIL";15
"120010 BRASILEIA";190
"120020 CRUZEIRO DO SUL";859
"120030 FEIJO";95
"120033 MANCIO LIMA";33
"120034 MANOEL URBANO";77
"120038 PLACIDO DE CASTRO";50
"120039 PORTO WALTER";11
"120040 RIO BRANCO";2339
"120042 RODRIGUES ALVES";41
"120043 SANTA ROSA DO PURUS";16
"120045 SENADOR GUIOMARD";58
"120050 SENA MADUREIRA";237
"120060 TARAUACA";132
"120070 XAPURI";81
"130002 ALVARAES";5
"130006 AMATURA";33
"130010 ANORI";21
"130014 APUI";112
