 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Out/2009
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";190
"110002 ARIQUEMES";560
"110003 CABIXI";16
"110004 CACOAL";438
"110005 CEREJEIRAS";150
"110006 COLORADO DO OESTE";112
"110008 COSTA MARQUES";69
"110009 ESPIGAO D'OESTE";155
"110010 GUAJARA-MIRIM";289
"110011 JARU";257
"110012 JI-PARANA";908
"110013 MACHADINHO D'OESTE";133
"110014 NOVA BRASILANDIA D'OESTE";166
"110015 OURO PRETO DO OESTE";295
"110018 PIMENTA BUENO";235
"110020 PORTO VELHO";1938
"110025 PRESIDENTE MEDICI";99
"110028 ROLIM DE MOURA";433
"110030 VILHENA";520
"110032 SAO MIGUEL DO GUAPORE";84
"110033 NOVA MAMORE";92
"110034 ALVORADA D'OESTE";97
"110037 ALTO ALEGRE DOS PARECIS";74
"110040 ALTO PARAISO";24
"110050 NOVO HORIZONTE DO OESTE";30
"110060 CACAULANDIA";27
"110070 CAMPO NOVO DE RONDONIA";87
"110100 GOVERNADOR JORGE TEIXEIRA";86
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";103
"110140 MONTE NEGRO";257
"110143 NOVA UNIAO";41
"110149 SAO FRANCISCO DO GUAPORE";92
"110150 SERINGUEIRAS";93
"110155 TEIXEIROPOLIS";23
"110175 VALE DO ANARI";38
"110180 VALE DO PARAISO";41
"120005 ASSIS BRASIL";1
"120010 BRASILEIA";156
"120020 CRUZEIRO DO SUL";949
"120030 FEIJO";176
"120033 MANCIO LIMA";45
"120034 MANOEL URBANO";86
"120038 PLACIDO DE CASTRO";73
"120040 RIO BRANCO";2590
"120042 RODRIGUES ALVES";10
"120043 SANTA ROSA DO PURUS";33
"120045 SENADOR GUIOMARD";82
"120050 SENA MADUREIRA";261
"120060 TARAUACA";110
"120070 XAPURI";117
"130002 ALVARAES";47
"130006 AMATURA";26
"130008 ANAMA";33
"130010 ANORI";51
"130014 APUI";85
"130040 BARCELOS";62
"130050 BARREIRINHA";49
"130060 BENJAMIN CONSTANT";93
"130068 BOA VISTA DO RAMOS";37
"130070 BOCA DO ACRE";230
"130080 BORBA";99
"130083 CAAPIRANGA";31
"130090 CANUTAMA";40
"130100 CARAUARI";117
"130110 CAREIRO";48
"130120 COARI";313
"130130 CODAJAS";92
"130140 EIRUNEPE";106
"130150 ENVIRA";21
"130160 FONTE BOA";166
"130165 GUAJARA";38
"130170 HUMAITA";140
"130180 IPIXUNA";71
"130190 ITACOATIARA";347
"130195 ITAMARATI";31
"130200 ITAPIRANGA";35
"130220 JURUA";30
"130230 JUTAI";60
"130240 LABREA";47
"130250 MANACAPURU";416
"130255 MANAQUIRI";37
"130260 MANAUS";8048
"130270 MANICORE";178
"130280 MARAA";85
"130290 MAUES";165
"130300 NHAMUNDA";26
"130310 NOVA OLINDA DO NORTE";121
"130320 NOVO AIRAO";29
"130340 PARINTINS";529
"130350 PAUINI";52
"130353 PRESIDENTE FIGUEIREDO";101
"130356 RIO PRETO DA EVA";16
"130360 SANTA ISABEL DO RIO NEGRO";37
"130370 SANTO ANTONIO DO ICA";68
"130390 SAO PAULO DE OLIVENCA";108
"130395 SAO SEBASTIAO DO UATUMA";30
"130400 SILVES";38
"130406 TABATINGA";96
"130410 TAPAUA";82
"130420 TEFE";301
"130430 URUCARA";46
"130440 URUCURITUBA";51
"140005 ALTO ALEGRE";42
"140010 BOA VISTA";1724
"140015 BONFIM";21
"140020 CARACARAI";17
"140023 CAROEBE";49
"140030 MUCAJAI";26
"140040 NORMANDIA";73
"140045 PACARAIMA";70
"140047 RORAINOPOLIS";38
"140050 SAO JOAO DA BALIZA";38
"140060 SAO LUIZ";10
"150010 ABAETETUBA";1018
"150013 ABEL FIGUEIREDO";52
"150020 ACARA";142
"150030 AFUA";169
"150034 AGUA AZUL DO NORTE";158
"150040 ALENQUER";662
"150050 ALMEIRIM";192
"150060 ALTAMIRA";1186
"150070 ANAJAS";112
"150080 ANANINDEUA";2862
"150085 ANAPU";99
"150090 AUGUSTO CORREA";204
"150095 AURORA DO PARA";133
"150120 BAIAO";128
"150130 BARCARENA";383
"150140 BELEM";10629
"150145 BELTERRA";58
"150150 BENEVIDES";255
"150157 BOM JESUS DO TOCANTINS";101
"150170 BRAGANCA";1436
"150172 BRASIL NOVO";250
"150175 BREJO GRANDE DO ARAGUAIA";66
"150178 BREU BRANCO";133
"150180 BREVES";443
"150190 BUJARU";175
"150200 CACHOEIRA DO ARARI";102
"150210 CAMETA";614
"150215 CANAA DOS CARAJAS";103
"150220 CAPANEMA";900
"150230 CAPITAO POCO";492
"150240 CASTANHAL";1256
"150270 CONCEICAO DO ARAGUAIA";393
"150275 CONCORDIA DO PARA";194
"150276 CUMARU DO NORTE";50
"150277 CURIONOPOLIS";108
"150280 CURRALINHO";124
"150290 CURUCA";131
"150293 DOM ELISEU";398
"150295 ELDORADO DOS CARAJAS";226
"150304 FLORESTA DO ARAGUAIA";108
"150309 GOIANESIA DO PARA";217
"150310 GURUPA";93
"150320 IGARAPE-ACU";99
"150330 IGARAPE-MIRI";575
"150340 INHANGAPI";49
"150345 IPIXUNA DO PARA";249
"150350 IRITUIA";98
"150360 ITAITUBA";762
"150370 ITUPIRANGA";79
"150375 JACAREACANGA";97
"150380 JACUNDA";468
"150390 JURUTI";217
"150400 LIMOEIRO DO AJURU";183
"150405 MAE DO RIO";231
"150420 MARABA";1148
"150430 MARACANA";131
"150440 MARAPANIM";76
"150442 MARITUBA";544
"150445 MEDICILANDIA";153
"150460 MOCAJUBA";144
"150470 MOJU";276
"150480 MONTE ALEGRE";430
"150490 MUANA";118
"150495 NOVA ESPERANCA DO PIRIA";165
"150503 NOVO PROGRESSO";163
"150506 NOVO REPARTIMENTO";182
"150510 OBIDOS";355
"150530 ORIXIMINA";321
"150540 OUREM";74
"150543 OURILANDIA DO NORTE";300
"150548 PACAJA";109
"150549 PALESTINA DO PARA";57
"150550 PARAGOMINAS";406
"150553 PARAUAPEBAS";627
"150555 PAU D'ARCO";61
"150563 PICARRA";65
"150565 PLACAS";85
"150570 PONTA DE PEDRAS";36
"150580 PORTEL";177
"150590 PORTO DE MOZ";209
"150600 PRAINHA";106
"150613 REDENCAO";831
"150616 RIO MARIA";166
"150618 RONDON DO PARA";606
"150619 RUROPOLIS";155
"150620 SALINOPOLIS";632
"150630 SALVATERRA";59
"150650 SANTA IZABEL DO PARA";431
"150658 SANTA MARIA DAS BARREIRAS";64
"150660 SANTA MARIA DO PARA";185
"150670 SANTANA DO ARAGUAIA";213
"150680 SANTAREM";1487
"150700 SANTO ANTONIO DO TAUA";262
"150715 SAO DOMINGOS DO ARAGUAIA";141
"150720 SAO DOMINGOS DO CAPIM";63
"150730 SAO FELIX DO XINGU";313
"150745 SAO GERALDO DO ARAGUAIA";158
"150747 SAO JOAO DE PIRABAS";184
"150750 SAO JOAO DO ARAGUAIA";64
"150760 SAO MIGUEL DO GUAMA";322
"150770 SAO SEBASTIAO DA BOA VISTA";70
"150775 SAPUCAIA";48
"150790 SOURE";46
"150795 TAILANDIA";227
"150797 TERRA SANTA";87
"150800 TOME-ACU";313
"150805 TRAIRAO";97
"150808 TUCUMA";260
"150810 TUCURUI";799
"150812 ULIANOPOLIS";273
"150815 URUARA";362
"150820 VIGIA";227
"150830 VISEU";235
"150840 XINGUARA";357
"160027 LARANJAL DO JARI";270
"160030 MACAPA";2420
"160053 PORTO GRANDE";38
"160060 SANTANA";474
"170100 ANANAS";85
"170190 ARAGUACEMA";23
"170200 ARAGUACU";100
"170210 ARAGUAINA";1859
"170220 ARAGUATINS";60
"170230 ARAPOEMA";50
"170240 ARRAIAS";146
"170255 AUGUSTINOPOLIS";604
"170370 BREJINHO DE NAZARE";23
"170550 COLINAS DO TOCANTINS";278
"170555 COMBINADO";17
"170610 CRISTALANDIA";20
"170700 DIANOPOLIS";116
