 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor serviços profissionais por Município e Ano processamento
Período:Fev/2011
"Município";"2011";"Total"
"110001 ALTA FLORESTA D'OESTE";9077,18;9077,18
"110002 ARIQUEMES";51160,55;51160,55
"110003 CABIXI";1445,05;1445,05
"110004 CACOAL";43278,31;43278,31
"110005 CEREJEIRAS";7437,02;7437,02
"110006 COLORADO DO OESTE";6043,93;6043,93
"110008 COSTA MARQUES";4077,99;4077,99
"110009 ESPIGAO D'OESTE";3049,53;3049,53
"110010 GUAJARA-MIRIM";22519,28;22519,28
"110011 JARU";18335,97;18335,97
"110012 JI-PARANA";89780,72;89780,72
"110013 MACHADINHO D'OESTE";10293,08;10293,08
"110014 NOVA BRASILANDIA D'OESTE";5685,74;5685,74
"110015 OURO PRETO DO OESTE";14314,93;14314,93
"110018 PIMENTA BUENO";11835,44;11835,44
"110020 PORTO VELHO";335370,13;335370,13
"110025 PRESIDENTE MEDICI";1978,36;1978,36
"110028 ROLIM DE MOURA";28465,58;28465,58
"110029 SANTA LUZIA D'OESTE";1986,08;1986,08
"110030 VILHENA";64440,69;64440,69
"110032 SAO MIGUEL DO GUAPORE";11522,66;11522,66
"110033 NOVA MAMORE";4701,89;4701,89
"110034 ALVORADA D'OESTE";5294,45;5294,45
"110037 ALTO ALEGRE DOS PARECIS";3473,56;3473,56
"110040 ALTO PARAISO";1225,89;1225,89
"110050 NOVO HORIZONTE DO OESTE";2156,43;2156,43
"110060 CACAULANDIA";1076,67;1076,67
"110070 CAMPO NOVO DE RONDONIA";3305,40;3305,40
"110094 CUJUBIM";2004,15;2004,15
"110100 GOVERNADOR JORGE TEIXEIRA";1472,84;1472,84
"110110 ITAPUA DO OESTE";63,56;63,56
"110120 MINISTRO ANDREAZZA";2293,12;2293,12
"110130 MIRANTE DA SERRA";4561,94;4561,94
"110140 MONTE NEGRO";13900,70;13900,70
"110143 NOVA UNIAO";1263,12;1263,12
"110145 PARECIS";143,66;143,66
"110146 PIMENTEIRAS DO OESTE";571,08;571,08
"110149 SAO FRANCISCO DO GUAPORE";4214,78;4214,78
"110150 SERINGUEIRAS";5832,71;5832,71
"110155 TEIXEIROPOLIS";198,58;198,58
"110160 THEOBROMA";599,73;599,73
"110170 URUPA";2732,49;2732,49
"110175 VALE DO ANARI";486,23;486,23
"110180 VALE DO PARAISO";383,28;383,28
"120001 ACRELANDIA";2757,73;2757,73
"120005 ASSIS BRASIL";3444,98;3444,98
"120010 BRASILEIA";12811,81;12811,81
"120020 CRUZEIRO DO SUL";88191,09;88191,09
"120030 FEIJO";7591,66;7591,66
"120033 MANCIO LIMA";4753,21;4753,21
"120034 MANOEL URBANO";2578,79;2578,79
"120038 PLACIDO DE CASTRO";2413,91;2413,91
"120039 PORTO WALTER";374,56;374,56
"120040 RIO BRANCO";442816,27;442816,27
"120043 SANTA ROSA DO PURUS";787,02;787,02
"120045 SENADOR GUIOMARD";3333,81;3333,81
"120050 SENA MADUREIRA";17267,68;17267,68
"120060 TARAUACA";14755,14;14755,14
"120070 XAPURI";4087,58;4087,58
"130006 AMATURA";175,80;175,80
"130008 ANAMA";3601,59;3601,59
"130014 APUI";7777,27;7777,27
"130020 ATALAIA DO NORTE";5020,21;5020,21
"130030 AUTAZES";24463,78;24463,78
"130040 BARCELOS";1030,23;1030,23
"130050 BARREIRINHA";8363,19;8363,19
"130060 BENJAMIN CONSTANT";11800,21;11800,21
"130068 BOA VISTA DO RAMOS";5044,07;5044,07
"130070 BOCA DO ACRE";4426,91;4426,91
"130080 BORBA";10179,12;10179,12
"130083 CAAPIRANGA";3611,30;3611,30
"130100 CARAUARI";12419,41;12419,41
"130110 CAREIRO";3031,45;3031,45
"130120 COARI";34158,98;34158,98
"130130 CODAJAS";10430,96;10430,96
"130140 EIRUNEPE";14651,52;14651,52
"130160 FONTE BOA";13599,97;13599,97
"130165 GUAJARA";2186,94;2186,94
"130170 HUMAITA";18933,01;18933,01
"130180 IPIXUNA";6407,52;6407,52
"130185 IRANDUBA";19166,62;19166,62
"130190 ITACOATIARA";58341,75;58341,75
"130195 ITAMARATI";576,95;576,95
"130200 ITAPIRANGA";3616,57;3616,57
"130210 JAPURA";851,72;851,72
"130220 JURUA";3951,34;3951,34
"130230 JUTAI";6686,76;6686,76
"130240 LABREA";7876,20;7876,20
"130250 MANACAPURU";63609,78;63609,78
"130260 MANAUS";1486478,63;1486478,63
"130270 MANICORE";15114,75;15114,75
"130280 MARAA";5206,39;5206,39
"130290 MAUES";22141,22;22141,22
"130300 NHAMUNDA";4803,73;4803,73
"130310 NOVA OLINDA DO NORTE";2896,28;2896,28
"130330 NOVO ARIPUANA";7445,55;7445,55
"130340 PARINTINS";51298,44;51298,44
"130353 PRESIDENTE FIGUEIREDO";8245,32;8245,32
"130356 RIO PRETO DA EVA";3923,22;3923,22
"130370 SANTO ANTONIO DO ICA";7345,38;7345,38
"130380 SAO GABRIEL DA CACHOEIRA";13634,41;13634,41
"130390 SAO PAULO DE OLIVENCA";11023,53;11023,53
"130400 SILVES";2527,23;2527,23
"130406 TABATINGA";31626,25;31626,25
"130410 TAPAUA";7981,53;7981,53
"130420 TEFE";33732,30;33732,30
"130430 URUCARA";4957,64;4957,64
"130440 URUCURITUBA";4260,48;4260,48
"140005 ALTO ALEGRE";395,70;395,70
"140010 BOA VISTA";240585,41;240585,41
"140015 BONFIM";814,42;814,42
"140020 CARACARAI";2076,32;2076,32
"140023 CAROEBE";1447,51;1447,51
"140030 MUCAJAI";709,35;709,35
"140040 NORMANDIA";2428,65;2428,65
"140045 PACARAIMA";3370,80;3370,80
"140047 RORAINOPOLIS";187,34;187,34
"140050 SAO JOAO DA BALIZA";1990,07;1990,07
"140060 SAO LUIZ";765,97;765,97
"150010 ABAETETUBA";80135,70;80135,70
"150013 ABEL FIGUEIREDO";5935,76;5935,76
"150020 ACARA";9110,74;9110,74
"150030 AFUA";6272,05;6272,05
"150034 AGUA AZUL DO NORTE";8292,21;8292,21
"150040 ALENQUER";41106,69;41106,69
"150050 ALMEIRIM";7240,56;7240,56
"150060 ALTAMIRA";164791,63;164791,63
"150070 ANAJAS";9979,11;9979,11
"150080 ANANINDEUA";474702,70;474702,70
"150090 AUGUSTO CORREA";18090,34;18090,34
"150095 AURORA DO PARA";11187,53;11187,53
"150120 BAIAO";8690,54;8690,54
"150125 BANNACH";2676,18;2676,18
"150130 BARCARENA";31393,55;31393,55
"150140 BELEM";2193376,29;2193376,29
"150145 BELTERRA";4975,43;4975,43
"150150 BENEVIDES";20026,57;20026,57
"150157 BOM JESUS DO TOCANTINS";7947,36;7947,36
"150170 BRAGANCA";135881,51;135881,51
"150172 BRASIL NOVO";16906,07;16906,07
"150175 BREJO GRANDE DO ARAGUAIA";2673,72;2673,72
"150178 BREU BRANCO";3496,45;3496,45
"150180 BREVES";51704,10;51704,10
"150190 BUJARU";12400,01;12400,01
"150200 CACHOEIRA DO ARARI";8284,91;8284,91
"150210 CAMETA";73660,73;73660,73
"150215 CANAA DOS CARAJAS";6777,70;6777,70
"150220 CAPANEMA";100944,24;100944,24
"150230 CAPITAO POCO";39031,66;39031,66
"150240 CASTANHAL";227057,94;227057,94
"150270 CONCEICAO DO ARAGUAIA";32906,36;32906,36
"150275 CONCORDIA DO PARA";7496,84;7496,84
"150276 CUMARU DO NORTE";2897,22;2897,22
"150277 CURIONOPOLIS";8472,75;8472,75
"150280 CURRALINHO";12251,11;12251,11
"150290 CURUCA";7170,73;7170,73
"150293 DOM ELISEU";31250,07;31250,07
"150295 ELDORADO DOS CARAJAS";18544,81;18544,81
"150300 FARO";1906,59;1906,59
"150304 FLORESTA DO ARAGUAIA";7260,72;7260,72
"150309 GOIANESIA DO PARA";32433,19;32433,19
"150310 GURUPA";9398,88;9398,88
"150320 IGARAPE-ACU";5983,45;5983,45
"150330 IGARAPE-MIRI";57619,24;57619,24
"150340 INHANGAPI";1812,56;1812,56
"150345 IPIXUNA DO PARA";18158,60;18158,60
"150350 IRITUIA";4874,87;4874,87
"150360 ITAITUBA";81818,10;81818,10
"150370 ITUPIRANGA";10456,45;10456,45
"150380 JACUNDA";28416,42;28416,42
"150390 JURUTI";9631,86;9631,86
"150400 LIMOEIRO DO AJURU";6685,86;6685,86
"150405 MAE DO RIO";27658,21;27658,21
"150420 MARABA";196151,34;196151,34
"150430 MARACANA";8074,51;8074,51
"150440 MARAPANIM";3156,45;3156,45
"150442 MARITUBA";100504,02;100504,02
"150445 MEDICILANDIA";11772,19;11772,19
"150450 MELGACO";2067,68;2067,68
"150460 MOCAJUBA";15392,62;15392,62
"150470 MOJU";21357,83;21357,83
"150480 MONTE ALEGRE";37479,79;37479,79
"150490 MUANA";17638,41;17638,41
"150495 NOVA ESPERANCA DO PIRIA";14406,70;14406,70
"150503 NOVO PROGRESSO";15857,27;15857,27
"150506 NOVO REPARTIMENTO";12276,56;12276,56
"150510 OBIDOS";30466,51;30466,51
"150530 ORIXIMINA";36217,06;36217,06
"150540 OUREM";8732,53;8732,53
"150543 OURILANDIA DO NORTE";16525,47;16525,47
"150548 PACAJA";12431,98;12431,98
"150549 PALESTINA DO PARA";3355,50;3355,50
"150550 PARAGOMINAS";63327,08;63327,08
"150553 PARAUAPEBAS";55452,69;55452,69
"150555 PAU D'ARCO";3571,71;3571,71
"150563 PICARRA";3455,33;3455,33
"150565 PLACAS";6391,29;6391,29
"150580 PORTEL";15617,32;15617,32
"150590 PORTO DE MOZ";16937,69;16937,69
"150600 PRAINHA";3309,08;3309,08
"150613 REDENCAO";124420,02;124420,02
"150616 RIO MARIA";12309,43;12309,43
"150618 RONDON DO PARA";42102,92;42102,92
"150619 RUROPOLIS";9830,70;9830,70
"150620 SALINOPOLIS";36905,61;36905,61
"150630 SALVATERRA";9769,54;9769,54
"150640 SANTA CRUZ DO ARARI";797,29;797,29
"150650 SANTA IZABEL DO PARA";29732,61;29732,61
"150658 SANTA MARIA DAS BARREIRAS";4732,32;4732,32
"150660 SANTA MARIA DO PARA";19209,72;19209,72
"150670 SANTANA DO ARAGUAIA";16953,15;16953,15
"150680 SANTAREM";271171,61;271171,61
"150700 SANTO ANTONIO DO TAUA";17845,92;17845,92
"150715 SAO DOMINGOS DO ARAGUAIA";11440,34;11440,34
"150720 SAO DOMINGOS DO CAPIM";4607,08;4607,08
"150730 SAO FELIX DO XINGU";22687,12;22687,12
"150745 SAO GERALDO DO ARAGUAIA";16354,30;16354,30
"150747 SAO JOAO DE PIRABAS";5297,95;5297,95
"150750 SAO JOAO DO ARAGUAIA";4899,47;4899,47
"150760 SAO MIGUEL DO GUAMA";17098,69;17098,69
"150770 SAO SEBASTIAO DA BOA VISTA";8999,29;8999,29
"150775 SAPUCAIA";2434,58;2434,58
"150780 SENADOR JOSE PORFIRIO";7652,86;7652,86
"150790 SOURE";13861,78;13861,78
"150795 TAILANDIA";23691,40;23691,40
"150797 TERRA SANTA";6845,49;6845,49
"150800 TOME-ACU";29041,79;29041,79
"150803 TRACUATEUA";4313,94;4313,94
"150805 TRAIRAO";5188,63;5188,63
"150808 TUCUMA";24584,76;24584,76
"150810 TUCURUI";60009,11;60009,11
"150812 ULIANOPOLIS";23106,68;23106,68
"150815 URUARA";36777,86;36777,86
"150820 VIGIA";13293,63;13293,63
"150830 VISEU";16926,68;16926,68
"150835 VITORIA DO XINGU";587,81;587,81
"150840 XINGUARA";26707,96;26707,96
"160020 CALCOENE";2091,81;2091,81
"160027 LARANJAL DO JARI";32168,08;32168,08
"160030 MACAPA";370297,80;370297,80
"160050 OIAPOQUE";4682,14;4682,14
"160053 PORTO GRANDE";3740,12;3740,12
"160060 SANTANA";66414,02;66414,02
"170070 ALVORADA";773,73;773,73
"170100 ANANAS";3427,05;3427,05
"170190 ARAGUACEMA";1198,73;1198,73
"170200 ARAGUACU";7080,84;7080,84
"170210 ARAGUAINA";516851,68;516851,68
"170220 ARAGUATINS";3656,74;3656,74
"170230 ARAPOEMA";4062,30;4062,30
"170240 ARRAIAS";9167,31;9167,31
"170255 AUGUSTINOPOLIS";75351,84;75351,84
"170550 COLINAS DO TOCANTINS";32874,11;32874,11
"170555 COMBINADO";346,90;346,90
"170610 CRISTALANDIA";1006,26;1006,26
"170700 DIANOPOLIS";37731,98;37731,98
"170710 DIVINOPOLIS DO TOCANTINS";393,13;393,13
"170730 DUERE";978,01;978,01
"170765 FIGUEIROPOLIS";56,39;56,39
"170820 FORMOSO DO ARAGUAIA";4371,35;4371,35
"170900 GOIATINS";5098,86;5098,86
"170930 GUARAI";23574,78;23574,78
"170950 GURUPI";85820,86;85820,86
"171050 ITACAJA";1391,68;1391,68
"171070 ITAGUATINS";387,49;387,49
"171190 LAGOA DA CONFUSAO";474,77;474,77
"171320 MIRACEMA DO TOCANTINS";31783,81;31783,81
"171330 MIRANORTE";3392,40;3392,40
"171420 NATIVIDADE";1132,75;1132,75
"171430 NAZARE";1858,88;1858,88
"171575 PALMEIROPOLIS";717,02;717,02
"171610 PARAISO DO TOCANTINS";69309,93;69309,93
"171620 PARANA";2938,90;2938,90
"171650 PEDRO AFONSO";20570,20;20570,20
"171660 PEIXE";2928,80;2928,80
"171670 COLMEIA";1081,67;1081,67
"171750 PIUM";3197,33;3197,33
"171820 PORTO NACIONAL";101515,66;101515,66
"171840 PRESIDENTE KENNEDY";756,66;756,66
"172065 SILVANOPOLIS";485,57;485,57
"172090 TAGUATINGA";13357,78;13357,78
"172100 PALMAS";449690,93;449690,93
"172120 TOCANTINOPOLIS";17835,01;17835,01
"172210 XAMBIOA";4253,94;4253,94
"210005 ACAILANDIA";53275,31;53275,31
"210020 ALCANTARA";2878,60;2878,60
"210030 ALDEIAS ALTAS";5446,56;5446,56
"210047 ALTO ALEGRE DO PINDARE";8889,36;8889,36
"210050 ALTO PARNAIBA";6109,73;6109,73
"210060 AMARANTE DO MARANHAO";21503,09;21503,09
"210070 ANAJATUBA";5727,26;5727,26
"210080 ANAPURUS";4232,45;4232,45
"210090 ARAIOSES";14663,54;14663,54
"210095 ARAME";15939,08;15939,08
"210100 ARARI";12807,92;12807,92
"210110 AXIXA";4906,79;4906,79
"210120 BACABAL";78102,82;78102,82
"210130 BACURI";4886,04;4886,04
"210140 BALSAS";53744,23;53744,23
"210150 BARAO DE GRAJAU";4544,70;4544,70
"210160 BARRA DO CORDA";56505,16;56505,16
"210170 BARREIRINHAS";7460,78;7460,78
"210180 BENEDITO LEITE";631,11;631,11
"210190 BEQUIMAO";4089,22;4089,22
"210200 BOM JARDIM";17906,36;17906,36
"210203 BOM JESUS DAS SELVAS";7459,72;7459,72
"210210 BREJO";21613,80;21613,80
"210220 BURITI";12843,32;12843,32
"210230 BURITI BRAVO";8209,00;8209,00
"210232 BURITICUPU";28425,79;28425,79
"210240 CAJAPIO";2544,88;2544,88
"210250 CAJARI";1682,59;1682,59
"210260 CANDIDO MENDES";3643,95;3643,95
"210270 CANTANHEDE";6458,49;6458,49
"210275 CAPINZAL DO NORTE";2631,23;2631,23
"210280 CAROLINA";8992,25;8992,25
"210300 CAXIAS";188807,46;188807,46
"210310 CEDRAL";2930,78;2930,78
"210312 CENTRAL DO MARANHAO";3086,96;3086,96
"210320 CHAPADINHA";71918,45;71918,45
"210325 CIDELANDIA";3830,13;3830,13
"210330 CODO";63080,03;63080,03
"210340 COELHO NETO";43781,51;43781,51
"210350 COLINAS";30708,30;30708,30
"210360 COROATA";41949,85;41949,85
"210370 CURURUPU";30946,81;30946,81
"210380 DOM PEDRO";10299,88;10299,88
"210390 DUQUE BACELAR";2219,87;2219,87
"210400 ESPERANTINOPOLIS";9546,34;9546,34
"210405 ESTREITO";22129,60;22129,60
"210407 FEIRA NOVA DO MARANHAO";5467,08;5467,08
"210409 FORMOSA DA SERRA NEGRA";6840,04;6840,04
"210410 FORTALEZA DOS NOGUEIRAS";5167,87;5167,87
"210440 GONCALVES DIAS";10199,75;10199,75
"210450 GOVERNADOR ARCHER";3509,84;3509,84
"210455 GOVERNADOR EDISON LOBAO";2656,45;2656,45
"210460 GOVERNADOR EUGENIO BARROS";6990,93;6990,93
"210462 GOVERNADOR LUIZ ROCHA";2167,32;2167,32
"210467 GOVERNADOR NUNES FREIRE";75690,30;75690,30
"210480 GRAJAU";51290,51;51290,51
"210490 GUIMARAES";4431,47;4431,47
"210500 HUMBERTO DE CAMPOS";12066,55;12066,55
"210510 ICATU";5855,69;5855,69
"210515 IGARAPE DO MEIO";1966,37;1966,37
"210520 IGARAPE GRANDE";4363,70;4363,70
"210530 IMPERATRIZ";247260,19;247260,19
"210535 ITAIPAVA DO GRAJAU";5143,60;5143,60
