 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Fev/2012
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";153
"110002 ARIQUEMES";419
"110003 CABIXI";27
"110004 CACOAL";626
"110005 CEREJEIRAS";150
"110006 COLORADO DO OESTE";133
"110008 COSTA MARQUES";55
"110009 ESPIGAO D'OESTE";153
"110010 GUAJARA-MIRIM";232
"110011 JARU";220
"110012 JI-PARANA";773
"110013 MACHADINHO D'OESTE";91
"110014 NOVA BRASILANDIA D'OESTE";128
"110015 OURO PRETO DO OESTE";187
"110018 PIMENTA BUENO";184
"110020 PORTO VELHO";2032
"110025 PRESIDENTE MEDICI";58
"110028 ROLIM DE MOURA";416
"110029 SANTA LUZIA D'OESTE";41
"110030 VILHENA";566
"110032 SAO MIGUEL DO GUAPORE";141
"110033 NOVA MAMORE";64
"110034 ALVORADA D'OESTE";48
"110037 ALTO ALEGRE DOS PARECIS";73
"110040 ALTO PARAISO";31
"110050 NOVO HORIZONTE DO OESTE";40
"110060 CACAULANDIA";23
"110070 CAMPO NOVO DE RONDONIA";53
"110094 CUJUBIM";61
"110100 GOVERNADOR JORGE TEIXEIRA";27
"110110 ITAPUA DO OESTE";13
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";52
"110140 MONTE NEGRO";156
"110143 NOVA UNIAO";17
"110145 PARECIS";17
"110146 PIMENTEIRAS DO OESTE";9
"110149 SAO FRANCISCO DO GUAPORE";92
"110150 SERINGUEIRAS";17
"110155 TEIXEIROPOLIS";5
"110160 THEOBROMA";6
"110170 URUPA";29
"110175 VALE DO ANARI";14
"110180 VALE DO PARAISO";17
"120005 ASSIS BRASIL";24
"120010 BRASILEIA";147
"120020 CRUZEIRO DO SUL";771
"120030 FEIJO";67
"120038 PLACIDO DE CASTRO";41
"120039 PORTO WALTER";7
"120040 RIO BRANCO";1643
"120042 RODRIGUES ALVES";29
"120043 SANTA ROSA DO PURUS";16
"120045 SENADOR GUIOMARD";75
"120050 SENA MADUREIRA";274
"120060 TARAUACA";142
"120070 XAPURI";74
"130006 AMATURA";17
"130014 APUI";76
"130020 ATALAIA DO NORTE";71
"130040 BARCELOS";60
"130050 BARREIRINHA";67
"130060 BENJAMIN CONSTANT";100
"130068 BOA VISTA DO RAMOS";39
"130070 BOCA DO ACRE";118
"130080 BORBA";85
"130083 CAAPIRANGA";38
"130100 CARAUARI";31
"130120 COARI";230
"130130 CODAJAS";95
"130150 ENVIRA";57
"130165 GUAJARA";20
"130170 HUMAITA";140
"130180 IPIXUNA";69
"130185 IRANDUBA";89
"130190 ITACOATIARA";317
"130195 ITAMARATI";40
"130210 JAPURA";15
"130220 JURUA";25
"130230 JUTAI";28
"130240 LABREA";18
"130250 MANACAPURU";299
"130255 MANAQUIRI";30
"130260 MANAUS";9392
"130280 MARAA";84
"130290 MAUES";171
"130310 NOVA OLINDA DO NORTE";96
"130330 NOVO ARIPUANA";86
"130340 PARINTINS";380
"130350 PAUINI";67
"130353 PRESIDENTE FIGUEIREDO";65
"130380 SAO GABRIEL DA CACHOEIRA";78
"130390 SAO PAULO DE OLIVENCA";83
"130395 SAO SEBASTIAO DO UATUMA";45
"130400 SILVES";42
"130406 TABATINGA";116
"130410 TAPAUA";20
"130420 TEFE";250
"130440 URUCURITUBA";41
"140005 ALTO ALEGRE";39
"140010 BOA VISTA";2449
"140015 BONFIM";28
"140020 CARACARAI";35
"140023 CAROEBE";9
"140030 MUCAJAI";4
"140040 NORMANDIA";22
"140045 PACARAIMA";39
"140047 RORAINOPOLIS";25
"140050 SAO JOAO DA BALIZA";48
"140060 SAO LUIZ";10
"150010 ABAETETUBA";882
"150013 ABEL FIGUEIREDO";81
"150020 ACARA";160
"150030 AFUA";44
"150034 AGUA AZUL DO NORTE";71
"150040 ALENQUER";449
"150050 ALMEIRIM";79
"150060 ALTAMIRA";1184
"150070 ANAJAS";94
"150080 ANANINDEUA";2984
"150085 ANAPU";65
"150090 AUGUSTO CORREA";247
"150095 AURORA DO PARA";56
