 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Mar/2022
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";125
"110002 ARIQUEMES";640
"110003 CABIXI";23
"110004 CACOAL";1388
"110005 CEREJEIRAS";87
"110006 COLORADO DO OESTE";31
"110008 COSTA MARQUES";22
"110009 ESPIGAO D'OESTE";145
"110010 GUAJARA-MIRIM";289
"110011 JARU";308
"110012 JI-PARANA";410
"110013 MACHADINHO D'OESTE";121
"110014 NOVA BRASILANDIA D'OESTE";50
"110015 OURO PRETO DO OESTE";190
"110018 PIMENTA BUENO";290
"110020 PORTO VELHO";5036
"110025 PRESIDENTE MEDICI";27
"110028 ROLIM DE MOURA";265
"110029 SANTA LUZIA D'OESTE";50
"110030 VILHENA";533
"110032 SAO MIGUEL DO GUAPORE";126
"110033 NOVA MAMORE";74
"110034 ALVORADA D'OESTE";55
"110037 ALTO ALEGRE DOS PARECIS";46
"110040 ALTO PARAISO";24
"110045 BURITIS";135
"110050 NOVO HORIZONTE DO OESTE";43
"110060 CACAULANDIA";6
"110070 CAMPO NOVO DE RONDONIA";3
"110094 CUJUBIM";59
"110110 ITAPUA DO OESTE";7
"110120 MINISTRO ANDREAZZA";8
"110130 MIRANTE DA SERRA";20
"110140 MONTE NEGRO";19
"110143 NOVA UNIAO";7
"110145 PARECIS";10
"110146 PIMENTEIRAS DO OESTE";1
"110149 SAO FRANCISCO DO GUAPORE";141
"110150 SERINGUEIRAS";96
"110155 TEIXEIROPOLIS";8
"110160 THEOBROMA";6
"110170 URUPA";26
"110175 VALE DO ANARI";19
"110180 VALE DO PARAISO";16
"120005 ASSIS BRASIL";26
"120010 BRASILEIA";218
"120020 CRUZEIRO DO SUL";892
"120030 FEIJO";80
"120033 MANCIO LIMA";28
"120034 MANOEL URBANO";29
"120035 MARECHAL THAUMATURGO";17
"120038 PLACIDO DE CASTRO";42
"120039 PORTO WALTER";86
"120040 RIO BRANCO";2316
"120042 RODRIGUES ALVES";27
"120045 SENADOR GUIOMARD";41
"120050 SENA MADUREIRA";183
"120060 TARAUACA";139
"120070 XAPURI";61
"130006 AMATURA";45
"130008 ANAMA";181
"130010 ANORI";30
"130014 APUI";88
"130020 ATALAIA DO NORTE";47
"130030 AUTAZES";97
"130040 BARCELOS";87
"130050 BARREIRINHA";86
"130063 BERURI";59
"130068 BOA VISTA DO RAMOS";82
"130070 BOCA DO ACRE";156
"130080 BORBA";118
"130083 CAAPIRANGA";59
"130090 CANUTAMA";42
"130100 CARAUARI";99
"130110 CAREIRO";113
"130115 CAREIRO DA VARZEA";2
"130120 COARI";307
"130130 CODAJAS";130
"130140 EIRUNEPE";144
"130150 ENVIRA";75
"130160 FONTE BOA";101
"130165 GUAJARA";43
