 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Abr/2011
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";176
"110002 ARIQUEMES";514
"110003 CABIXI";24
"110004 CACOAL";561
"110005 CEREJEIRAS";150
"110006 COLORADO DO OESTE";181
"110008 COSTA MARQUES";55
"110009 ESPIGAO D'OESTE";154
"110010 GUAJARA-MIRIM";285
"110011 JARU";233
"110012 JI-PARANA";899
"110013 MACHADINHO D'OESTE";171
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";311
"110018 PIMENTA BUENO";235
"110020 PORTO VELHO";2183
"110025 PRESIDENTE MEDICI";62
"110028 ROLIM DE MOURA";472
"110029 SANTA LUZIA D'OESTE";74
"110030 VILHENA";521
"110032 SAO MIGUEL DO GUAPORE";148
"110033 NOVA MAMORE";67
"110034 ALVORADA D'OESTE";94
"110037 ALTO ALEGRE DOS PARECIS";58
"110040 ALTO PARAISO";59
"110050 NOVO HORIZONTE DO OESTE";46
"110060 CACAULANDIA";27
"110070 CAMPO NOVO DE RONDONIA";88
"110094 CUJUBIM";44
"110100 GOVERNADOR JORGE TEIXEIRA";37
"110110 ITAPUA DO OESTE";4
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";104
"110140 MONTE NEGRO";179
"110143 NOVA UNIAO";30
"110145 PARECIS";10
"110146 PIMENTEIRAS DO OESTE";7
"110149 SAO FRANCISCO DO GUAPORE";82
"110150 SERINGUEIRAS";92
"110155 TEIXEIROPOLIS";2
"110160 THEOBROMA";23
"110170 URUPA";44
"110175 VALE DO ANARI";25
"110180 VALE DO PARAISO";10
"120005 ASSIS BRASIL";26
"120010 BRASILEIA";170
"120020 CRUZEIRO DO SUL";877
"120030 FEIJO";50
"120033 MANCIO LIMA";22
"120034 MANOEL URBANO";70
"120038 PLACIDO DE CASTRO";94
"120040 RIO BRANCO";2450
"120042 RODRIGUES ALVES";34
"120043 SANTA ROSA DO PURUS";38
"120045 SENADOR GUIOMARD";70
"120050 SENA MADUREIRA";270
"120060 TARAUACA";146
"120070 XAPURI";95
"130002 ALVARAES";2
"130008 ANAMA";31
"130010 ANORI";40
"130014 APUI";85
"130030 AUTAZES";21
"130040 BARCELOS";12
"130050 BARREIRINHA";64
"130060 BENJAMIN CONSTANT";116
