 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Fev/2022
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";110
"110002 ARIQUEMES";458
"110003 CABIXI";9
"110004 CACOAL";1416
"110005 CEREJEIRAS";58
"110006 COLORADO DO OESTE";33
"110008 COSTA MARQUES";30
"110009 ESPIGAO D'OESTE";129
"110010 GUAJARA-MIRIM";244
"110011 JARU";220
"110012 JI-PARANA";739
"110013 MACHADINHO D'OESTE";99
"110014 NOVA BRASILANDIA D'OESTE";52
"110015 OURO PRETO DO OESTE";201
"110018 PIMENTA BUENO";237
"110020 PORTO VELHO";3792
"110025 PRESIDENTE MEDICI";21
"110028 ROLIM DE MOURA";240
"110029 SANTA LUZIA D'OESTE";35
"110030 VILHENA";656
"110032 SAO MIGUEL DO GUAPORE";145
"110033 NOVA MAMORE";85
"110034 ALVORADA D'OESTE";47
"110037 ALTO ALEGRE DOS PARECIS";53
"110040 ALTO PARAISO";16
"110045 BURITIS";80
"110050 NOVO HORIZONTE DO OESTE";39
"110060 CACAULANDIA";7
"110070 CAMPO NOVO DE RONDONIA";2
"110094 CUJUBIM";50
"110110 ITAPUA DO OESTE";4
"110120 MINISTRO ANDREAZZA";3
"110130 MIRANTE DA SERRA";25
"110140 MONTE NEGRO";17
"110143 NOVA UNIAO";8
"110145 PARECIS";5
"110146 PIMENTEIRAS DO OESTE";1
"110149 SAO FRANCISCO DO GUAPORE";63
"110150 SERINGUEIRAS";79
"110155 TEIXEIROPOLIS";4
"110160 THEOBROMA";6
"110170 URUPA";38
"110175 VALE DO ANARI";7
"110180 VALE DO PARAISO";9
"120005 ASSIS BRASIL";29
"120010 BRASILEIA";177
"120020 CRUZEIRO DO SUL";729
"120030 FEIJO";58
"120033 MANCIO LIMA";55
"120034 MANOEL URBANO";18
"120035 MARECHAL THAUMATURGO";19
"120038 PLACIDO DE CASTRO";74
"120039 PORTO WALTER";5
"120040 RIO BRANCO";2109
"120042 RODRIGUES ALVES";9
"120043 SANTA ROSA DO PURUS";12
"120045 SENADOR GUIOMARD";31
"120050 SENA MADUREIRA";183
"120060 TARAUACA";122
"120070 XAPURI";73
"130006 AMATURA";25
"130010 ANORI";46
"130014 APUI";84
"130020 ATALAIA DO NORTE";26
"130030 AUTAZES";80
"130040 BARCELOS";91
"130050 BARREIRINHA";94
"130063 BERURI";70
"130068 BOA VISTA DO RAMOS";49
"130070 BOCA DO ACRE";129
"130080 BORBA";82
"130083 CAAPIRANGA";52
"130090 CANUTAMA";28
"130100 CARAUARI";190
"130110 CAREIRO";69
"130115 CAREIRO DA VARZEA";1
"130120 COARI";278
"130130 CODAJAS";90
"130140 EIRUNEPE";132
"130150 ENVIRA";82
"130160 FONTE BOA";77
"130165 GUAJARA";35
"130170 HUMAITA";195
"130180 IPIXUNA";118
"130185 IRANDUBA";53
"130190 ITACOATIARA";351
"130200 ITAPIRANGA";26
"130210 JAPURA";22
"130230 JUTAI";112
"130240 LABREA";161
"130250 MANACAPURU";451
"130255 MANAQUIRI";79
"130260 MANAUS";9403
"130270 MANICORE";168
"130280 MARAA";99
"130290 MAUES";338
"130300 NHAMUNDA";52
"130310 NOVA OLINDA DO NORTE";113
"130320 NOVO AIRAO";71
"130330 NOVO ARIPUANA";100
"130340 PARINTINS";553
"130350 PAUINI";94
"130353 PRESIDENTE FIGUEIREDO";73
"130356 RIO PRETO DA EVA";23
"130360 SANTA ISABEL DO RIO NEGRO";45
"130380 SAO GABRIEL DA CACHOEIRA";97
"130390 SAO PAULO DE OLIVENCA";130
"130400 SILVES";213
"130406 TABATINGA";224
"130410 TAPAUA";64
"130420 TEFE";468
"130423 TONANTINS";106
"130426 UARINI";60
"130430 URUCARA";55
"130440 URUCURITUBA";21
"140005 ALTO ALEGRE";12
"140010 BOA VISTA";3038
"140015 BONFIM";3
"140020 CARACARAI";16
"140023 CAROEBE";10
"140040 NORMANDIA";22
"140045 PACARAIMA";31
"140047 RORAINOPOLIS";191
"140050 SAO JOAO DA BALIZA";8
"140060 SAO LUIZ";9
