 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Jun/2023
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";271
"110002 ARIQUEMES";547
"110003 CABIXI";18
"110004 CACOAL";900
"110005 CEREJEIRAS";114
"110006 COLORADO DO OESTE";40
"110008 COSTA MARQUES";8
"110009 ESPIGAO D'OESTE";92
"110010 GUAJARA-MIRIM";342
"110011 JARU";232
"110012 JI-PARANA";444
"110013 MACHADINHO D'OESTE";184
"110014 NOVA BRASILANDIA D'OESTE";109
"110015 OURO PRETO DO OESTE";222
"110018 PIMENTA BUENO";263
"110020 PORTO VELHO";4611
"110025 PRESIDENTE MEDICI";88
"110026 RIO CRESPO";5
"110028 ROLIM DE MOURA";312
"110029 SANTA LUZIA D'OESTE";47
"110030 VILHENA";879
"110032 SAO MIGUEL DO GUAPORE";128
"110033 NOVA MAMORE";89
"110034 ALVORADA D'OESTE";74
"110037 ALTO ALEGRE DOS PARECIS";32
"110040 ALTO PARAISO";30
"110045 BURITIS";152
"110060 CACAULANDIA";9
"110070 CAMPO NOVO DE RONDONIA";13
"110080 CANDEIAS DO JAMARI";11
"110094 CUJUBIM";93
"110100 GOVERNADOR JORGE TEIXEIRA";8
"110120 MINISTRO ANDREAZZA";21
"110130 MIRANTE DA SERRA";30
"110140 MONTE NEGRO";61
"110143 NOVA UNIAO";9
"110145 PARECIS";26
"110146 PIMENTEIRAS DO OESTE";2
"110149 SAO FRANCISCO DO GUAPORE";47
"110150 SERINGUEIRAS";120
"110155 TEIXEIROPOLIS";3
"110160 THEOBROMA";11
"110170 URUPA";53
"110175 VALE DO ANARI";6
"110180 VALE DO PARAISO";21
"120001 ACRELANDIA";17
"120005 ASSIS BRASIL";46
"120010 BRASILEIA";309
"120020 CRUZEIRO DO SUL";1090
"120030 FEIJO";86
"120033 MANCIO LIMA";58
"120034 MANOEL URBANO";44
"120035 MARECHAL THAUMATURGO";46
"120038 PLACIDO DE CASTRO";58
"120039 PORTO WALTER";31
"120040 RIO BRANCO";3143
"120042 RODRIGUES ALVES";27
"120043 SANTA ROSA DO PURUS";33
"120045 SENADOR GUIOMARD";114
"120050 SENA MADUREIRA";146
"120060 TARAUACA";289
"120070 XAPURI";53
"130002 ALVARAES";87
"130006 AMATURA";49
"130008 ANAMA";125
"130010 ANORI";142
"130014 APUI";74
"130020 ATALAIA DO NORTE";38
"130030 AUTAZES";105
"130040 BARCELOS";81
"130050 BARREIRINHA";136
"130060 BENJAMIN CONSTANT";197
"130063 BERURI";59
"130068 BOA VISTA DO RAMOS";64
"130070 BOCA DO ACRE";180
"130080 BORBA";165
"130083 CAAPIRANGA";35
"130090 CANUTAMA";1
"130100 CARAUARI";158
"130110 CAREIRO";122
"130120 COARI";354
"130130 CODAJAS";145
"130140 EIRUNEPE";151
"130150 ENVIRA";76
"130160 FONTE BOA";99
"130165 GUAJARA";42
"130170 HUMAITA";190
"130180 IPIXUNA";169
"130185 IRANDUBA";19
"130190 ITACOATIARA";415
"130195 ITAMARATI";119
"130210 JAPURA";36
"130230 JUTAI";144
"130240 LABREA";132
"130250 MANACAPURU";525
"130255 MANAQUIRI";70
"130260 MANAUS";11993
"130270 MANICORE";234
"130280 MARAA";53
"130290 MAUES";323
"130310 NOVA OLINDA DO NORTE";96
"130320 NOVO AIRAO";74
"130330 NOVO ARIPUANA";142
"130340 PARINTINS";454
"130350 PAUINI";111
"130353 PRESIDENTE FIGUEIREDO";85
"130356 RIO PRETO DA EVA";45
"130360 SANTA ISABEL DO RIO NEGRO";44
"130370 SANTO ANTONIO DO ICA";135
"130390 SAO PAULO DE OLIVENCA";147
"130395 SAO SEBASTIAO DO UATUMA";72
"130400 SILVES";84
"130406 TABATINGA";201
"130410 TAPAUA";138
"130420 TEFE";437
"130423 TONANTINS";94
"130426 UARINI";68
"130430 URUCARA";83
"130440 URUCURITUBA";13
"140005 ALTO ALEGRE";11
"140010 BOA VISTA";3472
"140015 BONFIM";5
"140020 CARACARAI";15
"140023 CAROEBE";18
"140040 NORMANDIA";8
"140045 PACARAIMA";64
"140047 RORAINOPOLIS";270
"140050 SAO JOAO DA BALIZA";47
"140060 SAO LUIZ";5
"150010 ABAETETUBA";973
"150013 ABEL FIGUEIREDO";49
"150020 ACARA";123
"150030 AFUA";88
"150034 AGUA AZUL DO NORTE";76
"150040 ALENQUER";492
"150050 ALMEIRIM";203
"150060 ALTAMIRA";1192
"150070 ANAJAS";130
"150080 ANANINDEUA";2180
"150085 ANAPU";126
"150090 AUGUSTO CORREA";229
"150095 AURORA DO PARA";124
"150110 BAGRE";31
"150120 BAIAO";188
"150125 BANNACH";10
"150130 BARCARENA";696
"150140 BELEM";9069
"150145 BELTERRA";74
"150157 BOM JESUS DO TOCANTINS";95
"150170 BRAGANCA";1168
"150172 BRASIL NOVO";234
"150175 BREJO GRANDE DO ARAGUAIA";59
"150178 BREU BRANCO";117
"150180 BREVES";856
"150200 CACHOEIRA DO ARARI";105
"150210 CAMETA";636
"150215 CANAA DOS CARAJAS";331
"150220 CAPANEMA";762
"150230 CAPITAO POCO";110
"150240 CASTANHAL";1875
"150250 CHAVES";15
"150270 CONCEICAO DO ARAGUAIA";362
"150275 CONCORDIA DO PARA";50
"150276 CUMARU DO NORTE";105
"150277 CURIONOPOLIS";100
"150280 CURRALINHO";157
"150290 CURUCA";124
"150293 DOM ELISEU";189
"150295 ELDORADO DOS CARAJAS";143
"150304 FLORESTA DO ARAGUAIA";121
"150307 GARRAFAO DO NORTE";40
"150309 GOIANESIA DO PARA";157
"150310 GURUPA";165
"150320 IGARAPE-ACU";100
"150330 IGARAPE-MIRI";663
"150345 IPIXUNA DO PARA";484
"150350 IRITUIA";63
"150360 ITAITUBA";838
"150370 ITUPIRANGA";144
"150375 JACAREACANGA";116
"150380 JACUNDA";255
"150390 JURUTI";193
"150400 LIMOEIRO DO AJURU";124
"150405 MAE DO RIO";146
"150420 MARABA";1337
"150430 MARACANA";29
"150440 MARAPANIM";27
"150442 MARITUBA";559
"150445 MEDICILANDIA";131
"150450 MELGACO";78
"150460 MOCAJUBA";158
"150470 MOJU";122
"150480 MONTE ALEGRE";267
"150490 MUANA";208
"150495 NOVA ESPERANCA DO PIRIA";34
"150497 NOVA IPIXUNA";19
"150503 NOVO PROGRESSO";184
"150506 NOVO REPARTIMENTO";110
"150510 OBIDOS";201
"150520 OEIRAS DO PARA";100
"150530 ORIXIMINA";387
"150540 OUREM";105
"150543 OURILANDIA DO NORTE";348
"150548 PACAJA";225
"150549 PALESTINA DO PARA";32
"150550 PARAGOMINAS";591
"150553 PARAUAPEBAS";659
"150555 PAU D'ARCO";56
"150563 PICARRA";63
"150565 PLACAS";131
"150570 PONTA DE PEDRAS";94
"150580 PORTEL";236
"150590 PORTO DE MOZ";250
"150600 PRAINHA";103
"150613 REDENCAO";813
"150616 RIO MARIA";93
"150618 RONDON DO PARA";225
