 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Nov/2022
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";255
"110002 ARIQUEMES";621
"110003 CABIXI";20
"110004 CACOAL";1065
"110005 CEREJEIRAS";80
"110006 COLORADO DO OESTE";45
"110008 COSTA MARQUES";30
"110009 ESPIGAO D'OESTE";80
"110010 GUAJARA-MIRIM";297
"110011 JARU";291
"110012 JI-PARANA";708
"110013 MACHADINHO D'OESTE";144
"110014 NOVA BRASILANDIA D'OESTE";114
"110015 OURO PRETO DO OESTE";270
"110018 PIMENTA BUENO";245
"110020 PORTO VELHO";3981
"110025 PRESIDENTE MEDICI";58
"110028 ROLIM DE MOURA";292
"110029 SANTA LUZIA D'OESTE";46
"110030 VILHENA";800
"110032 SAO MIGUEL DO GUAPORE";131
"110033 NOVA MAMORE";78
"110034 ALVORADA D'OESTE";83
"110037 ALTO ALEGRE DOS PARECIS";56
"110040 ALTO PARAISO";24
"110045 BURITIS";54
"110050 NOVO HORIZONTE DO OESTE";38
"110060 CACAULANDIA";7
"110070 CAMPO NOVO DE RONDONIA";11
"110080 CANDEIAS DO JAMARI";6
"110094 CUJUBIM";22
"110100 GOVERNADOR JORGE TEIXEIRA";7
"110120 MINISTRO ANDREAZZA";20
"110130 MIRANTE DA SERRA";38
"110140 MONTE NEGRO";31
"110143 NOVA UNIAO";5
"110145 PARECIS";12
"110146 PIMENTEIRAS DO OESTE";8
"110149 SAO FRANCISCO DO GUAPORE";79
"110150 SERINGUEIRAS";74
"110155 TEIXEIROPOLIS";1
"110160 THEOBROMA";3
"110170 URUPA";57
"110175 VALE DO ANARI";8
"110180 VALE DO PARAISO";6
"120001 ACRELANDIA";12
"120010 BRASILEIA";223
"120020 CRUZEIRO DO SUL";1046
"120030 FEIJO";95
"120033 MANCIO LIMA";22
"120034 MANOEL URBANO";30
"120035 MARECHAL THAUMATURGO";48
"120038 PLACIDO DE CASTRO";27
"120039 PORTO WALTER";15
"120040 RIO BRANCO";2744
"120045 SENADOR GUIOMARD";31
"120050 SENA MADUREIRA";128
"120060 TARAUACA";169
"120070 XAPURI";48
"130002 ALVARAES";5
"130006 AMATURA";52
"130008 ANAMA";63
"130010 ANORI";69
"130014 APUI";112
"130020 ATALAIA DO NORTE";30
"130030 AUTAZES";112
"130040 BARCELOS";72
"130050 BARREIRINHA";111
"130060 BENJAMIN CONSTANT";87
"130063 BERURI";50
"130068 BOA VISTA DO RAMOS";62
"130070 BOCA DO ACRE";139
"130080 BORBA";145
"130083 CAAPIRANGA";38
"130090 CANUTAMA";59
"130100 CARAUARI";96
"130110 CAREIRO";155
"130115 CAREIRO DA VARZEA";1
"130120 COARI";257
"130130 CODAJAS";134
"130150 ENVIRA";72
"130160 FONTE BOA";100
"130165 GUAJARA";15
"130170 HUMAITA";191
"130180 IPIXUNA";145
"130185 IRANDUBA";63
"130190 ITACOATIARA";431
"130195 ITAMARATI";65
"130200 ITAPIRANGA";29
"130210 JAPURA";32
"130220 JURUA";34
"130230 JUTAI";99
"130240 LABREA";155
"130250 MANACAPURU";472
"130255 MANAQUIRI";44
"130260 MANAUS";10330
"130270 MANICORE";196
"130280 MARAA";28
"130290 MAUES";292
"130310 NOVA OLINDA DO NORTE";103
"130320 NOVO AIRAO";72
"130330 NOVO ARIPUANA";115
"130340 PARINTINS";616
"130350 PAUINI";49
"130353 PRESIDENTE FIGUEIREDO";112
"130356 RIO PRETO DA EVA";22
"130360 SANTA ISABEL DO RIO NEGRO";35
"130370 SANTO ANTONIO DO ICA";117
