 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Jul/2008
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";190
"110002 ARIQUEMES";387
"110004 CACOAL";487
"110006 COLORADO DO OESTE";113
"110008 COSTA MARQUES";55
"110009 ESPIGAO D'OESTE";155
"110011 JARU";196
"110012 JI-PARANA";897
"110013 MACHADINHO D'OESTE";216
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";193
"110018 PIMENTA BUENO";234
"110020 PORTO VELHO";1757
"110025 PRESIDENTE MEDICI";145
"110028 ROLIM DE MOURA";472
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";521
"110032 SAO MIGUEL DO GUAPORE";486
"110033 NOVA MAMORE";73
"110034 ALVORADA D'OESTE";70
"110050 NOVO HORIZONTE DO OESTE";32
"110100 GOVERNADOR JORGE TEIXEIRA";108
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";92
"110140 MONTE NEGRO";259
"110149 SAO FRANCISCO DO GUAPORE";94
"110150 SERINGUEIRAS";94
"120010 BRASILEIA";177
"120020 CRUZEIRO DO SUL";957
"120030 FEIJO";28
"120032 JORDAO";1
"120033 MANCIO LIMA";27
"120034 MANOEL URBANO";48
"120038 PLACIDO DE CASTRO";59
"120040 RIO BRANCO";3011
"120042 RODRIGUES ALVES";43
"120045 SENADOR GUIOMARD";66
"120050 SENA MADUREIRA";143
"120060 TARAUACA";153
"120070 XAPURI";167
"130002 ALVARAES";67
"130008 ANAMA";33
"130010 ANORI";58
"130014 APUI";84
"130020 ATALAIA DO NORTE";38
"130030 AUTAZES";108
"130040 BARCELOS";51
"130050 BARREIRINHA";70
"130060 BENJAMIN CONSTANT";128
"130063 BERURI";72
"130068 BOA VISTA DO RAMOS";38
"130070 BOCA DO ACRE";96
"130083 CAAPIRANGA";34
"130090 CANUTAMA";40
"130100 CARAUARI";105
"130110 CAREIRO";42
"130120 COARI";612
"130130 CODAJAS";257
"130140 EIRUNEPE";124
"130150 ENVIRA";122
"130160 FONTE BOA";170
"130165 GUAJARA";39
"130170 HUMAITA";138
"130180 IPIXUNA";69
"130185 IRANDUBA";123
"130190 ITACOATIARA";387
"130195 ITAMARATI";32
"130200 ITAPIRANGA";36
"130230 JUTAI";67
"130240 LABREA";128
"130250 MANACAPURU";356
"130255 MANAQUIRI";38
"130260 MANAUS";9341
"130270 MANICORE";156
"130280 MARAA";93
"130290 MAUES";180
"130300 NHAMUNDA";47
"130310 NOVA OLINDA DO NORTE";120
"130320 NOVO AIRAO";34
"130330 NOVO ARIPUANA";179
"130340 PARINTINS";454
"130353 PRESIDENTE FIGUEIREDO";115
"130380 SAO GABRIEL DA CACHOEIRA";96
"130390 SAO PAULO DE OLIVENCA";109
"130395 SAO SEBASTIAO DO UATUMA";87
"130400 SILVES";37
"130410 TAPAUA";79
"130420 TEFE";435
"130426 UARINI";23
"130430 URUCARA";81
"130440 URUCURITUBA";48
"140005 ALTO ALEGRE";60
"140010 BOA VISTA";1916
"140015 BONFIM";43
"140020 CARACARAI";44
"140023 CAROEBE";7
"140030 MUCAJAI";39
"140040 NORMANDIA";19
"140045 PACARAIMA";59
"140047 RORAINOPOLIS";86
"140050 SAO JOAO DA BALIZA";19
"140060 SAO LUIZ";15
"150010 ABAETETUBA";869
"150013 ABEL FIGUEIREDO";106
"150020 ACARA";263
"150030 AFUA";90
"150034 AGUA AZUL DO NORTE";73
"150040 ALENQUER";551
"150050 ALMEIRIM";301
"150060 ALTAMIRA";1210
