 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Dez/2010
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";190
"110002 ARIQUEMES";425
"110003 CABIXI";30
"110004 CACOAL";442
"110005 CEREJEIRAS";150
"110006 COLORADO DO OESTE";158
"110009 ESPIGAO D'OESTE";100
"110011 JARU";237
"110012 JI-PARANA";755
"110013 MACHADINHO D'OESTE";107
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";350
"110018 PIMENTA BUENO";235
"110020 PORTO VELHO";1984
"110025 PRESIDENTE MEDICI";56
"110028 ROLIM DE MOURA";425
"110030 VILHENA";511
"110032 SAO MIGUEL DO GUAPORE";135
"110033 NOVA MAMORE";76
"110034 ALVORADA D'OESTE";166
"110037 ALTO ALEGRE DOS PARECIS";74
"110040 ALTO PARAISO";30
"110050 NOVO HORIZONTE DO OESTE";45
"110060 CACAULANDIA";27
"110070 CAMPO NOVO DE RONDONIA";90
"110094 CUJUBIM";44
"110100 GOVERNADOR JORGE TEIXEIRA";94
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";104
"110140 MONTE NEGRO";259
"110143 NOVA UNIAO";36
"110146 PIMENTEIRAS DO OESTE";6
"110149 SAO FRANCISCO DO GUAPORE";107
"110150 SERINGUEIRAS";85
"110155 TEIXEIROPOLIS";9
"110160 THEOBROMA";15
"110175 VALE DO ANARI";34
"110180 VALE DO PARAISO";11
"120005 ASSIS BRASIL";53
"120010 BRASILEIA";174
"120020 CRUZEIRO DO SUL";866
"120030 FEIJO";29
"120033 MANCIO LIMA";19
"120034 MANOEL URBANO";94
"120038 PLACIDO DE CASTRO";41
"120039 PORTO WALTER";6
"120040 RIO BRANCO";2123
"120042 RODRIGUES ALVES";21
"120043 SANTA ROSA DO PURUS";30
"120045 SENADOR GUIOMARD";14
"120050 SENA MADUREIRA";387
"120060 TARAUACA";105
"120070 XAPURI";93
"130002 ALVARAES";98
"130006 AMATURA";9
"130008 ANAMA";30
