 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Nov/2008
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";190
"110002 ARIQUEMES";350
"110004 CACOAL";418
"110005 CEREJEIRAS";150
"110006 COLORADO DO OESTE";141
"110008 COSTA MARQUES";55
"110009 ESPIGAO D'OESTE";155
"110011 JARU";133
"110012 JI-PARANA";825
"110013 MACHADINHO D'OESTE";220
"110014 NOVA BRASILANDIA D'OESTE";129
"110018 PIMENTA BUENO";147
"110020 PORTO VELHO";1929
"110025 PRESIDENTE MEDICI";117
"110028 ROLIM DE MOURA";453
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";633
"110032 SAO MIGUEL DO GUAPORE";152
"110033 NOVA MAMORE";61
"110034 ALVORADA D'OESTE";110
"110050 NOVO HORIZONTE DO OESTE";45
"110130 MIRANTE DA SERRA";75
"110140 MONTE NEGRO";259
"110149 SAO FRANCISCO DO GUAPORE";99
"110150 SERINGUEIRAS";94
"120010 BRASILEIA";147
"120020 CRUZEIRO DO SUL";829
"120030 FEIJO";30
"120033 MANCIO LIMA";39
"120034 MANOEL URBANO";35
"120038 PLACIDO DE CASTRO";52
"120040 RIO BRANCO";2106
"120045 SENADOR GUIOMARD";87
"120050 SENA MADUREIRA";304
"120060 TARAUACA";138
"120070 XAPURI";69
"130002 ALVARAES";33
"130006 AMATURA";64
"130008 ANAMA";15
"130010 ANORI";60
"130014 APUI";85
"130020 ATALAIA DO NORTE";26
"130030 AUTAZES";128
"130040 BARCELOS";80
"130050 BARREIRINHA";96
"130060 BENJAMIN CONSTANT";131
"130068 BOA VISTA DO RAMOS";39
"130070 BOCA DO ACRE";50
"130080 BORBA";78
"130083 CAAPIRANGA";30
"130100 CARAUARI";105
"130110 CAREIRO";39
"130120 COARI";410
"130130 CODAJAS";91
"130140 EIRUNEPE";123
"130160 FONTE BOA";169
"130165 GUAJARA";22
"130170 HUMAITA";138
"130180 IPIXUNA";63
"130185 IRANDUBA";144
"130190 ITACOATIARA";411
"130195 ITAMARATI";32
"130200 ITAPIRANGA";24
"130220 JURUA";31
"130230 JUTAI";67
"130240 LABREA";106
"130255 MANAQUIRI";129
"130260 MANAUS";7635
"130280 MARAA";77
"130300 NHAMUNDA";47
"130310 NOVA OLINDA DO NORTE";68
"130320 NOVO AIRAO";34
"130340 PARINTINS";451
"130350 PAUINI";34
"130353 PRESIDENTE FIGUEIREDO";25
"130356 RIO PRETO DA EVA";71
"130370 SANTO ANTONIO DO ICA";115
"130380 SAO GABRIEL DA CACHOEIRA";72
"130390 SAO PAULO DE OLIVENCA";112
"130395 SAO SEBASTIAO DO UATUMA";33
"130400 SILVES";27
"130406 TABATINGA";50
"130410 TAPAUA";71
"130420 TEFE";303
"130423 TONANTINS";55
"130426 UARINI";23
