 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Out/2020
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";119
"110002 ARIQUEMES";494
"110003 CABIXI";15
"110004 CACOAL";734
"110005 CEREJEIRAS";44
"110006 COLORADO DO OESTE";30
"110008 COSTA MARQUES";7
"110009 ESPIGAO D'OESTE";117
"110010 GUAJARA-MIRIM";272
"110011 JARU";254
"110012 JI-PARANA";547
"110013 MACHADINHO D'OESTE";88
"110014 NOVA BRASILANDIA D'OESTE";24
"110015 OURO PRETO DO OESTE";200
"110018 PIMENTA BUENO";183
"110020 PORTO VELHO";3473
"110025 PRESIDENTE MEDICI";51
"110026 RIO CRESPO";3
"110028 ROLIM DE MOURA";235
"110029 SANTA LUZIA D'OESTE";21
"110030 VILHENA";853
"110032 SAO MIGUEL DO GUAPORE";117
"110033 NOVA MAMORE";42
"110034 ALVORADA D'OESTE";11
"110037 ALTO ALEGRE DOS PARECIS";29
"110040 ALTO PARAISO";34
"110045 BURITIS";92
"110050 NOVO HORIZONTE DO OESTE";36
"110060 CACAULANDIA";2
"110070 CAMPO NOVO DE RONDONIA";4
"110094 CUJUBIM";26
"110110 ITAPUA DO OESTE";2
"110120 MINISTRO ANDREAZZA";14
"110130 MIRANTE DA SERRA";21
"110140 MONTE NEGRO";19
"110143 NOVA UNIAO";3
"110145 PARECIS";25
"110146 PIMENTEIRAS DO OESTE";6
"110149 SAO FRANCISCO DO GUAPORE";56
"110150 SERINGUEIRAS";39
"110155 TEIXEIROPOLIS";4
"110160 THEOBROMA";14
"110170 URUPA";10
"110180 VALE DO PARAISO";9
"120001 ACRELANDIA";5
"120005 ASSIS BRASIL";24
"120010 BRASILEIA";216
"120020 CRUZEIRO DO SUL";769
"120030 FEIJO";97
"120034 MANOEL URBANO";19
"120035 MARECHAL THAUMATURGO";30
"120038 PLACIDO DE CASTRO";20
"120040 RIO BRANCO";2611
"120042 RODRIGUES ALVES";8
"120045 SENADOR GUIOMARD";13
"120050 SENA MADUREIRA";188
"120060 TARAUACA";188
"120070 XAPURI";58
"130002 ALVARAES";80
"130006 AMATURA";31
"130014 APUI";102
"130020 ATALAIA DO NORTE";29
"130030 AUTAZES";67
"130050 BARREIRINHA";110
"130060 BENJAMIN CONSTANT";138
"130063 BERURI";62
"130068 BOA VISTA DO RAMOS";45
"130070 BOCA DO ACRE";131
"130080 BORBA";194
"130083 CAAPIRANGA";80
"130090 CANUTAMA";37
"130100 CARAUARI";188
"130110 CAREIRO";88
"130120 COARI";295
"130130 CODAJAS";96
"130150 ENVIRA";64
"130160 FONTE BOA";120
"130165 GUAJARA";37
"130170 HUMAITA";161
"130180 IPIXUNA";77
"130185 IRANDUBA";10
"130190 ITACOATIARA";414
"130200 ITAPIRANGA";40
"130230 JUTAI";82
"130240 LABREA";214
"130250 MANACAPURU";475
"130255 MANAQUIRI";17
"130260 MANAUS";9130
"130270 MANICORE";143
"130290 MAUES";304
"130300 NHAMUNDA";73
"130310 NOVA OLINDA DO NORTE";103
"130320 NOVO AIRAO";78
"130340 PARINTINS";591
"130350 PAUINI";70
"130353 PRESIDENTE FIGUEIREDO";79
"130356 RIO PRETO DA EVA";21
"130360 SANTA ISABEL DO RIO NEGRO";47
"130380 SAO GABRIEL DA CACHOEIRA";247
"130390 SAO PAULO DE OLIVENCA";94
"130395 SAO SEBASTIAO DO UATUMA";20
"130400 SILVES";23
"130406 TABATINGA";338
"130410 TAPAUA";108
"130420 TEFE";335
"130423 TONANTINS";83
"130426 UARINI";81
"140005 ALTO ALEGRE";24
"140010 BOA VISTA";3198
"140015 BONFIM";7
"140020 CARACARAI";8
"140023 CAROEBE";28
"140030 MUCAJAI";10
"140040 NORMANDIA";17
"140045 PACARAIMA";20
"140047 RORAINOPOLIS";156
"140050 SAO JOAO DA BALIZA";7
"140060 SAO LUIZ";6
"150010 ABAETETUBA";560
"150013 ABEL FIGUEIREDO";23
"150020 ACARA";92
"150030 AFUA";89
"150034 AGUA AZUL DO NORTE";94
"150040 ALENQUER";272
"150050 ALMEIRIM";83
"150060 ALTAMIRA";972
"150070 ANAJAS";102
"150080 ANANINDEUA";2642
"150085 ANAPU";103
"150090 AUGUSTO CORREA";310
"150095 AURORA DO PARA";86
"150120 BAIAO";116
"150125 BANNACH";10
"150130 BARCARENA";572
"150140 BELEM";9022
"150145 BELTERRA";44
"150157 BOM JESUS DO TOCANTINS";78
"150170 BRAGANCA";908
"150172 BRASIL NOVO";97
"150175 BREJO GRANDE DO ARAGUAIA";59
"150178 BREU BRANCO";70
"150180 BREVES";740
"150190 BUJARU";153
"150200 CACHOEIRA DO ARARI";70
"150210 CAMETA";576
"150215 CANAA DOS CARAJAS";167
"150220 CAPANEMA";423
"150230 CAPITAO POCO";174
"150240 CASTANHAL";1560
"150250 CHAVES";1
"150270 CONCEICAO DO ARAGUAIA";316
"150275 CONCORDIA DO PARA";57
"150276 CUMARU DO NORTE";35
"150277 CURIONOPOLIS";103
"150280 CURRALINHO";117
"150290 CURUCA";68
"150293 DOM ELISEU";248
"150295 ELDORADO DOS CARAJAS";71
