 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Mai/2023
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";239
"110002 ARIQUEMES";607
"110003 CABIXI";26
"110004 CACOAL";1415
"110005 CEREJEIRAS";157
"110006 COLORADO DO OESTE";43
"110008 COSTA MARQUES";5
"110009 ESPIGAO D'OESTE";95
"110010 GUAJARA-MIRIM";339
"110011 JARU";278
"110012 JI-PARANA";524
"110013 MACHADINHO D'OESTE";177
"110014 NOVA BRASILANDIA D'OESTE";127
"110015 OURO PRETO DO OESTE";219
"110018 PIMENTA BUENO";369
"110020 PORTO VELHO";4509
"110025 PRESIDENTE MEDICI";99
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";346
"110029 SANTA LUZIA D'OESTE";42
"110030 VILHENA";846
"110032 SAO MIGUEL DO GUAPORE";115
"110033 NOVA MAMORE";141
"110034 ALVORADA D'OESTE";88
"110037 ALTO ALEGRE DOS PARECIS";74
"110040 ALTO PARAISO";32
"110045 BURITIS";173
"110050 NOVO HORIZONTE DO OESTE";45
"110060 CACAULANDIA";6
"110070 CAMPO NOVO DE RONDONIA";36
"110080 CANDEIAS DO JAMARI";3
"110094 CUJUBIM";108
"110100 GOVERNADOR JORGE TEIXEIRA";12
"110120 MINISTRO ANDREAZZA";22
"110130 MIRANTE DA SERRA";16
"110140 MONTE NEGRO";77
"110143 NOVA UNIAO";15
"110145 PARECIS";31
"110146 PIMENTEIRAS DO OESTE";4
"110149 SAO FRANCISCO DO GUAPORE";76
"110150 SERINGUEIRAS";154
"110155 TEIXEIROPOLIS";7
"110160 THEOBROMA";14
"110170 URUPA";38
"110175 VALE DO ANARI";21
"110180 VALE DO PARAISO";28
"120001 ACRELANDIA";20
"120005 ASSIS BRASIL";51
"120010 BRASILEIA";335
"120020 CRUZEIRO DO SUL";1378
"120030 FEIJO";138
"120033 MANCIO LIMA";73
"120034 MANOEL URBANO";21
"120038 PLACIDO DE CASTRO";75
"120039 PORTO WALTER";18
"120040 RIO BRANCO";2856
"120042 RODRIGUES ALVES";44
"120043 SANTA ROSA DO PURUS";5
"120045 SENADOR GUIOMARD";75
"120050 SENA MADUREIRA";169
"120060 TARAUACA";265
"120070 XAPURI";59
"130002 ALVARAES";62
"130006 AMATURA";33
"130008 ANAMA";101
"130010 ANORI";135
"130014 APUI";112
"130020 ATALAIA DO NORTE";62
"130030 AUTAZES";86
"130040 BARCELOS";95
"130050 BARREIRINHA";121
"130060 BENJAMIN CONSTANT";200
"130063 BERURI";52
"130068 BOA VISTA DO RAMOS";53
"130070 BOCA DO ACRE";178
"130080 BORBA";190
"130083 CAAPIRANGA";44
"130090 CANUTAMA";52
"130100 CARAUARI";103
"130110 CAREIRO";122
"130115 CAREIRO DA VARZEA";1
"130120 COARI";307
"130130 CODAJAS";107
"130150 ENVIRA";95
"130160 FONTE BOA";161
"130165 GUAJARA";28
"130170 HUMAITA";168
"130180 IPIXUNA";207
"130185 IRANDUBA";84
"130190 ITACOATIARA";427
"130195 ITAMARATI";130
"130200 ITAPIRANGA";23
"130210 JAPURA";45
"130230 JUTAI";188
"130250 MANACAPURU";466
"130255 MANAQUIRI";76
"130260 MANAUS";11373
"130270 MANICORE";172
"130290 MAUES";312
"130310 NOVA OLINDA DO NORTE";107
"130320 NOVO AIRAO";72
"130330 NOVO ARIPUANA";108
"130340 PARINTINS";712
"130350 PAUINI";93
"130353 PRESIDENTE FIGUEIREDO";132
"130356 RIO PRETO DA EVA";35
"130360 SANTA ISABEL DO RIO NEGRO";49
"130370 SANTO ANTONIO DO ICA";91
"130380 SAO GABRIEL DA CACHOEIRA";95
"130390 SAO PAULO DE OLIVENCA";182
"130395 SAO SEBASTIAO DO UATUMA";44
"130400 SILVES";90
"130406 TABATINGA";108
"130410 TAPAUA";199
"130420 TEFE";489
"130423 TONANTINS";101
"130426 UARINI";67
"130430 URUCARA";68
"130440 URUCURITUBA";50
"140005 ALTO ALEGRE";16
"140010 BOA VISTA";3685
"140015 BONFIM";1
"140020 CARACARAI";13
