 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Set/2009
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";190
"110002 ARIQUEMES";451
"110003 CABIXI";20
"110004 CACOAL";457
"110005 CEREJEIRAS";150
"110006 COLORADO DO OESTE";109
"110008 COSTA MARQUES";56
"110009 ESPIGAO D'OESTE";155
"110010 GUAJARA-MIRIM";238
"110011 JARU";237
"110012 JI-PARANA";910
"110013 MACHADINHO D'OESTE";102
"110014 NOVA BRASILANDIA D'OESTE";148
"110015 OURO PRETO DO OESTE";231
"110018 PIMENTA BUENO";235
"110020 PORTO VELHO";1920
"110025 PRESIDENTE MEDICI";103
"110028 ROLIM DE MOURA";407
"110029 SANTA LUZIA D'OESTE";62
"110030 VILHENA";520
"110032 SAO MIGUEL DO GUAPORE";104
"110033 NOVA MAMORE";74
"110034 ALVORADA D'OESTE";63
"110037 ALTO ALEGRE DOS PARECIS";75
"110040 ALTO PARAISO";26
"110060 CACAULANDIA";27
"110070 CAMPO NOVO DE RONDONIA";49
"110100 GOVERNADOR JORGE TEIXEIRA";55
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";103
"110140 MONTE NEGRO";259
"110143 NOVA UNIAO";38
"110149 SAO FRANCISCO DO GUAPORE";91
"110150 SERINGUEIRAS";89
"110175 VALE DO ANARI";14
"110180 VALE DO PARAISO";33
"130002 ALVARAES";94
"130006 AMATURA";25
"130008 ANAMA";30
"130010 ANORI";51
"130014 APUI";84
"130030 AUTAZES";28
"130040 BARCELOS";62
"130060 BENJAMIN CONSTANT";111
"130063 BERURI";42
"130068 BOA VISTA DO RAMOS";88
"130080 BORBA";81
"130083 CAAPIRANGA";26
"130090 CANUTAMA";40
"130100 CARAUARI";115
"130110 CAREIRO";31
"130120 COARI";201
"130130 CODAJAS";93
"130140 EIRUNEPE";104
"130150 ENVIRA";35
"130160 FONTE BOA";172
"130165 GUAJARA";40
"130170 HUMAITA";140
"130180 IPIXUNA";61
"130185 IRANDUBA";124
"130190 ITACOATIARA";368
"130195 ITAMARATI";95
"130200 ITAPIRANGA";36
"130220 JURUA";24
"130230 JUTAI";64
"130240 LABREA";76
"130250 MANACAPURU";340
"130255 MANAQUIRI";40
"130260 MANAUS";8575
"130270 MANICORE";184
"130280 MARAA";86
"130290 MAUES";172
"130300 NHAMUNDA";15
"130310 NOVA OLINDA DO NORTE";120
"130320 NOVO AIRAO";29
"130340 PARINTINS";501
"130350 PAUINI";161
"130353 PRESIDENTE FIGUEIREDO";108
"130356 RIO PRETO DA EVA";15
"130360 SANTA ISABEL DO RIO NEGRO";57
"130370 SANTO ANTONIO DO ICA";54
"130380 SAO GABRIEL DA CACHOEIRA";93
"130390 SAO PAULO DE OLIVENCA";101
"130395 SAO SEBASTIAO DO UATUMA";24
"130406 TABATINGA";141
"130410 TAPAUA";73
"130420 TEFE";318
"130423 TONANTINS";55
"130426 UARINI";4
"130430 URUCARA";60
"130440 URUCURITUBA";96
"140005 ALTO ALEGRE";29
"140010 BOA VISTA";2601
"140015 BONFIM";34
"140020 CARACARAI";31
"140023 CAROEBE";77
"140030 MUCAJAI";22
"140040 NORMANDIA";58
"140045 PACARAIMA";73
"140047 RORAINOPOLIS";45
"140050 SAO JOAO DA BALIZA";65
"140060 SAO LUIZ";14
"150010 ABAETETUBA";943
"150013 ABEL FIGUEIREDO";36
"150020 ACARA";147
"150030 AFUA";85
"150034 AGUA AZUL DO NORTE";169
"150040 ALENQUER";269
"150050 ALMEIRIM";417
"150060 ALTAMIRA";1228
"150070 ANAJAS";103
"150080 ANANINDEUA";3102
"150085 ANAPU";112
"150090 AUGUSTO CORREA";218
"150095 AURORA DO PARA";122
"150120 BAIAO";131
"150130 BARCARENA";376
"150140 BELEM";10543
"150145 BELTERRA";55
"150150 BENEVIDES";166
"150157 BOM JESUS DO TOCANTINS";102
"150170 BRAGANCA";1391
"150172 BRASIL NOVO";237
"150175 BREJO GRANDE DO ARAGUAIA";64
"150178 BREU BRANCO";152
"150180 BREVES";449
"150190 BUJARU";178
"150200 CACHOEIRA DO ARARI";93
"150210 CAMETA";646
"150215 CANAA DOS CARAJAS";106
"150220 CAPANEMA";824
"150230 CAPITAO POCO";501
"150240 CASTANHAL";1357
"150270 CONCEICAO DO ARAGUAIA";384
"150275 CONCORDIA DO PARA";103
"150276 CUMARU DO NORTE";49
"150277 CURIONOPOLIS";137
"150280 CURRALINHO";122
"150293 DOM ELISEU";404
"150295 ELDORADO DOS CARAJAS";227
"150304 FLORESTA DO ARAGUAIA";108
"150309 GOIANESIA DO PARA";261
"150310 GURUPA";98
"150320 IGARAPE-ACU";148
"150330 IGARAPE-MIRI";599
"150340 INHANGAPI";51
"150345 IPIXUNA DO PARA";242
"150350 IRITUIA";206
"150360 ITAITUBA";841
"150370 ITUPIRANGA";129
"150375 JACAREACANGA";125
"150380 JACUNDA";455
"150390 JURUTI";188
"150400 LIMOEIRO DO AJURU";192
"150405 MAE DO RIO";215
"150420 MARABA";1376
"150430 MARACANA";125
"150440 MARAPANIM";76
"150442 MARITUBA";522
"150445 MEDICILANDIA";138
"150460 MOCAJUBA";161
"150470 MOJU";302
"150480 MONTE ALEGRE";387
"150490 MUANA";107
"150495 NOVA ESPERANCA DO PIRIA";173
"150503 NOVO PROGRESSO";163
"150506 NOVO REPARTIMENTO";196
"150510 OBIDOS";327
"150530 ORIXIMINA";338
"150540 OUREM";57
"150543 OURILANDIA DO NORTE";299
"150548 PACAJA";82
"150549 PALESTINA DO PARA";64
"150550 PARAGOMINAS";467
"150553 PARAUAPEBAS";628
"150555 PAU D'ARCO";66
"150563 PICARRA";65
"150565 PLACAS";89
"150570 PONTA DE PEDRAS";36
"150580 PORTEL";187
"150590 PORTO DE MOZ";213
"150600 PRAINHA";121
"150613 REDENCAO";888
"150616 RIO MARIA";118
"150618 RONDON DO PARA";609
"150619 RUROPOLIS";130
"150620 SALINOPOLIS";643
"150630 SALVATERRA";96
"150650 SANTA IZABEL DO PARA";379
"150658 SANTA MARIA DAS BARREIRAS";61
"150660 SANTA MARIA DO PARA";201
"150670 SANTANA DO ARAGUAIA";295
"150680 SANTAREM";1572
"150700 SANTO ANTONIO DO TAUA";276
"150715 SAO DOMINGOS DO ARAGUAIA";151
"150720 SAO DOMINGOS DO CAPIM";78
"150730 SAO FELIX DO XINGU";314
"150745 SAO GERALDO DO ARAGUAIA";240
"150747 SAO JOAO DE PIRABAS";182
"150750 SAO JOAO DO ARAGUAIA";81
"150760 SAO MIGUEL DO GUAMA";344
"150770 SAO SEBASTIAO DA BOA VISTA";78
"150775 SAPUCAIA";30
"150790 SOURE";75
"150795 TAILANDIA";227
"150797 TERRA SANTA";79
"150800 TOME-ACU";223
"150805 TRAIRAO";106
"150808 TUCUMA";271
"150810 TUCURUI";754
"150812 ULIANOPOLIS";288
"150815 URUARA";274
"150820 VIGIA";139
"150830 VISEU";235
"150840 XINGUARA";262
"160020 CALCOENE";107
"160027 LARANJAL DO JARI";284
"160030 MACAPA";2312
"160053 PORTO GRANDE";33
"160060 SANTANA";499
"170100 ANANAS";80
"170200 ARAGUACU";99
"170210 ARAGUAINA";1908
"170220 ARAGUATINS";50
"170230 ARAPOEMA";52
"170240 ARRAIAS";87
"170255 AUGUSTINOPOLIS";608
"170370 BREJINHO DE NAZARE";14
"170550 COLINAS DO TOCANTINS";261
"170555 COMBINADO";37
"170610 CRISTALANDIA";20
"170700 DIANOPOLIS";118
"170710 DIVINOPOLIS DO TOCANTINS";15
"170730 DUERE";20
"170765 FIGUEIROPOLIS";2
"170820 FORMOSO DO ARAGUAIA";32
"170900 GOIATINS";65
"170930 GUARAI";219
"170950 GURUPI";547
"171050 ITACAJA";17
"171070 ITAGUATINS";38
"171190 LAGOA DA CONFUSAO";6
"171320 MIRACEMA DO TOCANTINS";285
"171330 MIRANORTE";75
"171360 MONTE DO CARMO";9
"171430 NAZARE";25
"171575 PALMEIROPOLIS";34
"171610 PARAISO DO TOCANTINS";257
"171650 PEDRO AFONSO";213
"171660 PEIXE";69
"171790 PONTE ALTA DO TOCANTINS";8
"171820 PORTO NACIONAL";672
"171840 PRESIDENTE KENNEDY";16
"172065 SILVANOPOLIS";18
"172090 TAGUATINGA";161
"172100 PALMAS";1872
"172120 TOCANTINOPOLIS";214
"172210 XAMBIOA";122
"210005 ACAILANDIA";522
"210020 ALCANTARA";48
"210030 ALDEIAS ALTAS";97
"210047 ALTO ALEGRE DO PINDARE";112
"210050 ALTO PARNAIBA";69
"210060 AMARANTE DO MARANHAO";181
"210070 ANAJATUBA";117
"210080 ANAPURUS";62
"210090 ARAIOSES";195
"210095 ARAME";240
"210100 ARARI";119
"210110 AXIXA";56
"210120 BACABAL";768
"210130 BACURI";100
"210140 BALSAS";466
"210150 BARAO DE GRAJAU";86
"210160 BARRA DO CORDA";395
"210170 BARREIRINHAS";75
"210180 BENEDITO LEITE";27
"210190 BEQUIMAO";102
"210200 BOM JARDIM";158
"210203 BOM JESUS DAS SELVAS";62
"210210 BREJO";152
"210220 BURITI";94
"210230 BURITI BRAVO";173
"210232 BURITICUPU";258
"210240 CAJAPIO";30
"210250 CAJARI";37
"210260 CANDIDO MENDES";47
"210270 CANTANHEDE";117
"210275 CAPINZAL DO NORTE";61
"210280 CAROLINA";93
"210300 CAXIAS";1205
"210310 CEDRAL";44
"210312 CENTRAL DO MARANHAO";52
"210320 CHAPADINHA";466
"210330 CODO";472
"210340 COELHO NETO";300
"210350 COLINAS";397
"210360 COROATA";413
"210370 CURURUPU";235
"210380 DOM PEDRO";116
"210400 ESPERANTINOPOLIS";109
"210405 ESTREITO";236
"210409 FORMOSA DA SERRA NEGRA";200
"210410 FORTALEZA DOS NOGUEIRAS";65
"210420 FORTUNA";24
"210440 GONCALVES DIAS";98
"210450 GOVERNADOR ARCHER";56
"210455 GOVERNADOR EDISON LOBAO";44
"210460 GOVERNADOR EUGENIO BARROS";68
"210462 GOVERNADOR LUIZ ROCHA";47
"210467 GOVERNADOR NUNES FREIRE";441
"210470 GRACA ARANHA";47
"210480 GRAJAU";351
"210490 GUIMARAES";96
"210500 HUMBERTO DE CAMPOS";90
"210510 ICATU";51
"210515 IGARAPE DO MEIO";34
"210520 IGARAPE GRANDE";47
"210530 IMPERATRIZ";1996
"210540 ITAPECURU MIRIM";286
"210542 ITINGA DO MARANHAO";108
"210550 JOAO LISBOA";106
"210560 JOSELANDIA";80
"210570 LAGO DA PEDRA";318
"210580 LAGO DO JUNCO";52
"210600 LIMA CAMPOS";42
"210630 MAGALHAES DE ALMEIDA";60
"210640 MATA ROMA";62
"210650 MATINHA";89
"210660 MATOES";106
"210670 MIRADOR";114
"210675 MIRANDA DO NORTE";135
"210690 MONCAO";101
"210700 MONTES ALTOS";68
"210710 MORROS";87
"210720 NINA RODRIGUES";43
"210735 NOVA OLINDA DO MARANHAO";69
"210740 OLHO D'AGUA DAS CUNHAS";165
"210745 OLINDA NOVA DO MARANHAO";41
"210750 PACO DO LUMIAR";115
"210760 PALMEIRANDIA";153
"210770 PARAIBANO";93
"210780 PARNARAMA";81
"210790 PASSAGEM FRANCA";266
"210800 PASTOS BONS";111
"210810 PAULO RAMOS";104
"210820 PEDREIRAS";440
"210825 PEDRO DO ROSARIO";63
"210830 PENALVA";154
"210840 PERI MIRIM";52
"210850 PINDARE-MIRIM";81
"210860 PINHEIRO";640
"210870 PIO XII";127
"210880 PIRAPEMAS";52
"210890 POCAO DE PEDRAS";205
"210900 PORTO FRANCO";333
"210910 PRESIDENTE DUTRA";254
"210920 PRESIDENTE JUSCELINO";40
"210930 PRESIDENTE VARGAS";27
"210940 PRIMEIRA CRUZ";82
"210945 RAPOSA";95
"210950 RIACHAO";146
"210960 ROSARIO";213
"210970 SAMBAIBA";29
"210975 SANTA FILOMENA DO MARANHAO";21
"210980 SANTA HELENA";143
"210990 SANTA INES";496
"211000 SANTA LUZIA";254
"211003 SANTA LUZIA DO PARUA";143
"211010 SANTA QUITERIA DO MARANHAO";150
"211020 SANTA RITA";109
"211027 SANTO AMARO DO MARANHAO";46
"211030 SANTO ANTONIO DOS LOPES";65
"211040 SAO BENEDITO DO RIO PRETO";41
"211050 SAO BENTO";155
"211060 SAO BERNARDO";111
"211070 SAO DOMINGOS DO MARANHAO";126
"211080 SAO FELIX DE BALSAS";33
"211085 SAO FRANCISCO DO BREJAO";30
"211090 SAO FRANCISCO DO MARANHAO";21
"211100 SAO JOAO BATISTA";143
"211102 SAO JOAO DO CARU";77
"211110 SAO JOAO DOS PATOS";162
"211120 SAO JOSE DE RIBAMAR";270
"211125 SAO JOSE DOS BASILIOS";34
"211130 SAO LUIS";7656
"211140 SAO LUIS GONZAGA DO MARANHAO";77
"211150 SAO MATEUS DO MARANHAO";136
"211160 SAO RAIMUNDO DAS MANGABEIRAS";92
"211170 SAO VICENTE FERRER";230
"211172 SATUBINHA";65
"211174 SENADOR ALEXANDRE COSTA";56
"211180 SITIO NOVO";125
"211190 SUCUPIRA DO NORTE";155
"211200 TASSO FRAGOSO";38
"211210 TIMBIRAS";81
"211220 TIMON";635
"211230 TUNTUM";302
"211240 TURIACU";173
"211250 TUTOIA";239
"211260 URBANO SANTOS";87
"211270 VARGEM GRANDE";187
"211280 VIANA";200
"211285 VILA NOVA DOS MARTIRIOS";34
"211290 VITORIA DO MEARIM";106
"211300 VITORINO FREIRE";155
"211400 ZE DOCA";386
"220020 AGUA BRANCA";43
"220025 ALAGOINHA DO PIAUI";24
"220030 ALTO LONGA";31
"220040 ALTOS";86
"220050 AMARANTE";127
"220060 ANGICAL DO PIAUI";8
"220090 AROAZES";48
"220100 ARRAIAL";5
"220110 AVELINO LOPES";18
"220120 BARRAS";327
"220140 BARRO DURO";15
"220150 BATALHA";107
"220160 BENEDITINOS";20
"220180 BOCAINA";11
"220190 BOM JESUS";384
"220200 BURITI DOS LOPES";139
"220202 BURITI DOS MONTES";14
"220220 CAMPO MAIOR";573
"220230 CANTO DO BURITI";159
"220240 CAPITAO DE CAMPOS";11
"220250 CARACOL";31
"220260 CASTELO DO PIAUI";157
"220270 COCAL";140
"220290 CORRENTE";217
"220300 CRISTALANDIA DO PIAUI";14
"220310 CRISTINO CASTRO";29
"220320 CURIMATA";119
"220330 DEMERVAL LOBAO";82
"220350 ELESBAO VELOSO";57
"220370 ESPERANTINA";290
"220375 FARTURA DO PIAUI";17
"220390 FLORIANO";746
"220400 FRANCINOPOLIS";6
"220430 FRONTEIRAS";169
"220440 GILBUES";39
"220450 GUADALUPE";75
"220480 IPIRANGA DO PIAUI";37
"220490 ISAIAS COELHO";15
"220500 ITAINOPOLIS";43
"220510 ITAUEIRA";125
"220520 JAICOS";150
"220550 JOSE DE FREITAS";164
"220553 JUREMA";34
"220560 LANDRI SALES";12
"220570 LUIS CORREIA";89
"220580 LUZILANDIA";219
"220590 MANOEL EMIDIO";32
"220600 MARCOS PARENTE";10
"220620 MIGUEL ALVES";125
"220640 MONSENHOR GIL";11
"220650 MONSENHOR HIPOLITO";28
"220690 NOVO ORIENTE DO PIAUI";36
"220700 OEIRAS";467
"220720 PADRE MARCOS";17
"220750 PALMEIRAIS";26
"220760 PARNAGUA";74
"220770 PARNAIBA";1869
"220780 PAULISTANA";272
"220790 PEDRO II";186
"220800 PICOS";1625
"220820 PIO IX";27
"220830 PIRACURUCA";82
"220840 PIRIPIRI";320
"220850 PORTO";30
"220870 REDENCAO DO GURGUEIA";9
"220880 REGENERACAO";116
"220900 RIO GRANDE DO PIAUI";16
"220910 SANTA CRUZ DO PIAUI";30
"220940 SANTO ANTONIO DE LISBOA";19
"220970 SAO FRANCISCO DO PIAUI";23
"221010 SAO JOSE DO PEIXE";31
"221030 SAO JULIAO";16
"221040 SAO MIGUEL DO TAPUIO";55
"221050 SAO PEDRO DO PIAUI";71
"221060 SAO RAIMUNDO NONATO";846
"221070 SIMOES";138
"221080 SIMPLICIO MENDES";38
"221100 TERESINA";7440
"221110 UNIAO";196
"221120 URUCUI";152
"221130 VALENCA DO PIAUI";254
"221140 VARZEA GRANDE";13
"221170 WALL FERRAZ";24
"230020 ACARAU";228
"230030 ACOPIARA";258
"230040 AIUABA";10
"230060 ALTANEIRA";13
"230070 ALTO SANTO";59
"230075 AMONTADA";67
"230080 ANTONINA DO NORTE";29
"230090 APUIARES";2
"230100 AQUIRAZ";101
"230110 ARACATI";487
"230120 ARACOIABA";235
"230125 ARARENDA";8
"230130 ARARIPE";89
"230140 ARATUBA";22
"230150 ARNEIROZ";10
"230160 ASSARE";36
"230170 AURORA";177
"230180 BAIXIO";54
"230185 BANABUIU";24
"230190 BARBALHA";1139
"230195 BARREIRA";19
"230200 BARRO";44
"230210 BATURITE";251
"230220 BEBERIBE";124
"230230 BELA CRUZ";69
"230240 BOA VIAGEM";297
"230250 BREJO SANTO";676
"230260 CAMOCIM";347
"230270 CAMPOS SALES";154
"230280 CANINDE";465
"230290 CAPISTRANO";20
"230300 CARIDADE";20
"230310 CARIRE";95
"230320 CARIRIACU";35
"230330 CARIUS";57
"230340 CARNAUBAL";30
"230350 CASCAVEL";296
"230365 CATUNDA";14
"230370 CAUCAIA";817
"230380 CEDRO";88
"230390 CHAVAL";50
"230393 CHORO";18
"230395 CHOROZINHO";31
"230400 COREAU";51
"230410 CRATEUS";545
"230420 CRATO";1483
"230423 CROATA";57
"230425 CRUZ";85
"230426 DEPUTADO IRAPUAN PINHEIRO";11
"230427 ERERE";7
"230428 EUSEBIO";74
"230430 FARIAS BRITO";41
"230435 FORQUILHA";2
"230440 FORTALEZA";16354
"230445 FORTIM";30
"230450 FRECHEIRINHA";38
"230470 GRANJA";97
"230490 GROAIRAS";23
"230495 GUAIUBA";7
"230500 GUARACIABA DO NORTE";150
"230510 GUARAMIRANGA";14
"230520 HIDROLANDIA";15
"230523 HORIZONTE";150
"230526 IBARETAMA";14
"230530 IBIAPINA";155
"230535 ICAPUI";8
"230540 ICO";282
"230550 IGUATU";717
"230560 INDEPENDENCIA";34
"230565 IPAPORANGA";19
"230570 IPAUMIRIM";56
"230580 IPU";246
"230590 IPUEIRAS";136
"230600 IRACEMA";34
"230610 IRAUCUBA";38
"230620 ITAICABA";4
"230625 ITAITINGA";60
"230630 ITAPAGE";109
"230640 ITAPIPOCA";829
"230650 ITAPIUNA";53
"230655 ITAREMA";82
"230670 JAGUARETAMA";22
"230680 JAGUARIBARA";3
"230690 JAGUARIBE";123
"230700 JAGUARUANA";71
"230710 JARDIM";100
"230730 JUAZEIRO DO NORTE";1022
"230740 JUCAS";238
"230750 LAVRAS DA MANGABEIRA";190
"230760 LIMOEIRO DO NORTE";321
"230763 MADALENA";13
"230765 MARACANAU";892
"230770 MARANGUAPE";266
"230780 MARCO";73
"230790 MARTINOPOLE";15
"230800 MASSAPE";58
"230810 MAURITI";192
"230820 MERUOCA";20
"230830 MILAGRES";70
"230835 MILHA";10
"230840 MISSAO VELHA";164
"230850 MOMBACA";107
"230860 MONSENHOR TABOSA";37
"230870 MORADA NOVA";312
"230880 MORAUJO";15
"230890 MORRINHOS";40
"230900 MUCAMBO";184
"230910 MULUNGU";9
"230920 NOVA OLINDA";45
"230930 NOVA RUSSAS";171
"230940 NOVO ORIENTE";78
"230945 OCARA";33
"230950 OROS";90
"230960 PACAJUS";138
"230970 PACATUBA";17
"230980 PACOTI";40
"231000 PALHANO";14
"231010 PALMACIA";17
"231020 PARACURU";116
"231025 PARAIPABA";30
"231030 PARAMBU";129
"231060 PENAFORTE";50
"231070 PENTECOSTE";140
"231080 PEREIRO";40
"231085 PINDORETAMA";27
"231090 PIQUET CARNEIRO";45
"231100 PORANGA";32
"231110 PORTEIRAS";28
"231120 POTENGI";42
"231130 QUIXADA";480
"231135 QUIXELO";56
"231140 QUIXERAMOBIM";401
"231150 QUIXERE";25
"231160 REDENCAO";202
"231170 RERIUTABA";28
"231180 RUSSAS";690
"231190 SABOEIRO";50
"231195 SALITRE";56
"231200 SANTANA DO ACARAU";103
"231210 SANTANA DO CARIRI";29
"231220 SANTA QUITERIA";155
"231230 SAO BENEDITO";145
"231240 SAO GONCALO DO AMARANTE";53
"231260 SAO LUIS DO CURU";10
"231270 SENADOR POMPEU";108
"231290 SOBRAL";3006
"231300 SOLONOPOLE";20
"231310 TABULEIRO DO NORTE";146
"231320 TAMBORIL";100
"231330 TAUA";418
"231335 TEJUCUOCA";2
"231340 TIANGUA";340
"231350 TRAIRI";70
"231355 TURURU";29
"231360 UBAJARA";156
"231370 UMARI";24
"231375 UMIRIM";33
"231380 URUBURETAMA";31
"231390 URUOCA";31
"231395 VARJOTA";30
"231400 VARZEA ALEGRE";151
"231410 VICOSA DO CEARA";184
"240010 ACARI";131
"240020 ACU";353
"240030 AFONSO BEZERRA";65
"240050 ALEXANDRIA";606
"240060 ALMINO AFONSO";124
"240080 ANGICOS";45
"240090 ANTONIO MARTINS";85
"240100 APODI";144
"240110 AREIA BRANCA";78
"240130 AUGUSTO SEVERO";14
"240145 BARAUNA";57
"240180 BREJINHO";23
"240200 CAICO";524
"240210 CAMPO REDONDO";37
"240220 CANGUARETAMA";102
"240230 CARAUBAS";200
"240240 CARNAUBA DOS DANTAS";24
"240250 CARNAUBAIS";27
"240260 CEARA-MIRIM";112
"240270 CERRO CORA";26
"240280 CORONEL EZEQUIEL";17
"240290 CORONEL JOAO PESSOA";22
"240300 CRUZETA";18
"240310 CURRAIS NOVOS";511
"240320 DOUTOR SEVERIANO";13
"240325 PARNAMIRIM";613
"240330 ENCANTO";24
"240340 EQUADOR";15
"240380 FLORANIA";71
"240400 FRUTUOSO GOMES";47
"240430 GOVERNADOR DIX-SEPT ROSADO";11
"240450 GUAMARE";28
"240490 ITAU";6
"240500 JACANA";7
"240520 JANDUIS";8
"240530 JANUARIO CICCO";16
"240560 JARDIM DE PIRANHAS";36
"240570 JARDIM DO SERIDO";60
"240580 JOAO CAMARA";173
"240600 JOSE DA PENHA";20
"240610 JUCURUTU";101
"240620 LAGOA D'ANTA";101
"240650 LAGOA NOVA";61
"240670 LAJES";133
"240690 LUCRECIA";20
"240700 LUIS GOMES";7
"240710 MACAIBA";81
"240720 MACAU";298
"240730 MARCELINO VIEIRA";20
"240740 MARTINS";59
"240780 MONTE ALEGRE";32
"240800 MOSSORO";1521
"240810 NATAL";5805
"240830 NOVA CRUZ";93
"240840 OLHO-D'AGUA DO BORGES";11
"240850 OURO BRANCO";10
"240880 PARAZINHO";3
"240890 PARELHAS";96
"240910 PASSA E FICA";60
"240930 PATU";36
"240940 PAU DOS FERROS";359
"240980 PEDRO VELHO";20
"240990 PENDENCIAS";34
"241020 PORTALEGRE";21
"241030 SERRA CAIADA";7
"241050 RAFAEL FERNANDES";6
"241060 RAFAEL GODEIRO";52
"241070 RIACHO DA CRUZ";14
"241100 RODOLFO FERNANDES";12
"241110 RUY BARBOSA";13
"241120 SANTA CRUZ";275
"241140 SANTANA DO MATOS";73
"241150 SANTO ANTONIO";200
"241200 SAO GONCALO DO AMARANTE";343
"241230 SAO JOSE DO CAMPESTRE";11
"241240 SAO JOSE DO SERIDO";7
"241250 SAO MIGUEL";117
"241260 SAO PAULO DO POTENGI";118
"241280 SAO RAFAEL";27
"241290 SAO TOME";65
"241300 SAO VICENTE";19
"241330 SERRA DE SAO BENTO";18
"241335 SERRA DO MEL";28
"241340 SERRA NEGRA DO NORTE";14
"241355 SERRINHA DOS PINTOS";34
"241360 SEVERIANO MELO";32
"241370 SITIO NOVO";6
"241380 TABOLEIRO GRANDE";5
"241390 TAIPU";2
"241400 TANGARA";10
"241410 TENENTE ANANIAS";99
"241440 TOUROS";68
"241450 UMARIZAL";40
"241460 UPANEMA";30
"250020 AGUIAR";8
"250030 ALAGOA GRANDE";132
"250040 ALAGOA NOVA";49
