 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Mai/2021
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";113
"110002 ARIQUEMES";744
"110003 CABIXI";13
"110004 CACOAL";940
"110005 CEREJEIRAS";71
"110006 COLORADO DO OESTE";37
"110008 COSTA MARQUES";25
"110009 ESPIGAO D'OESTE";71
"110010 GUAJARA-MIRIM";307
"110011 JARU";256
"110012 JI-PARANA";993
"110013 MACHADINHO D'OESTE";144
"110014 NOVA BRASILANDIA D'OESTE";69
"110015 OURO PRETO DO OESTE";225
"110018 PIMENTA BUENO";180
"110020 PORTO VELHO";3905
"110025 PRESIDENTE MEDICI";71
"110026 RIO CRESPO";1
"110028 ROLIM DE MOURA";358
"110029 SANTA LUZIA D'OESTE";34
"110030 VILHENA";805
"110032 SAO MIGUEL DO GUAPORE";123
"110033 NOVA MAMORE";55
"110034 ALVORADA D'OESTE";51
"110037 ALTO ALEGRE DOS PARECIS";41
"110040 ALTO PARAISO";35
"110045 BURITIS";79
"110050 NOVO HORIZONTE DO OESTE";13
"110060 CACAULANDIA";46
"110070 CAMPO NOVO DE RONDONIA";6
"110094 CUJUBIM";75
"110110 ITAPUA DO OESTE";4
"110120 MINISTRO ANDREAZZA";5
"110130 MIRANTE DA SERRA";14
"110140 MONTE NEGRO";19
"110143 NOVA UNIAO";19
"110145 PARECIS";8
"110149 SAO FRANCISCO DO GUAPORE";59
"110150 SERINGUEIRAS";49
"110155 TEIXEIROPOLIS";1
"110160 THEOBROMA";4
"110170 URUPA";26
"110180 VALE DO PARAISO";21
"120005 ASSIS BRASIL";29
"120010 BRASILEIA";218
"120020 CRUZEIRO DO SUL";928
"120030 FEIJO";61
"120033 MANCIO LIMA";42
"120034 MANOEL URBANO";15
"120035 MARECHAL THAUMATURGO";41
"120038 PLACIDO DE CASTRO";27
"120040 RIO BRANCO";2771
"120042 RODRIGUES ALVES";23
"120045 SENADOR GUIOMARD";52
"120050 SENA MADUREIRA";228
"120060 TARAUACA";200
"120070 XAPURI";61
"130002 ALVARAES";72
"130006 AMATURA";16
"130010 ANORI";48
"130014 APUI";81
"130020 ATALAIA DO NORTE";40
"130030 AUTAZES";157
"130040 BARCELOS";97
"130050 BARREIRINHA";117
"130060 BENJAMIN CONSTANT";106
"130063 BERURI";79
"130068 BOA VISTA DO RAMOS";87
"130070 BOCA DO ACRE";141
"130080 BORBA";199
"130083 CAAPIRANGA";45
"130090 CANUTAMA";52
"130100 CARAUARI";138
"130110 CAREIRO";113
"130120 COARI";277
"130130 CODAJAS";157
"130140 EIRUNEPE";153
"130150 ENVIRA";83
"130160 FONTE BOA";111
"130165 GUAJARA";46
"130170 HUMAITA";204
"130180 IPIXUNA";102
"130185 IRANDUBA";58
"130190 ITACOATIARA";423
"130200 ITAPIRANGA";25
"130230 JUTAI";91
"130240 LABREA";162
"130250 MANACAPURU";493
"130255 MANAQUIRI";48
"130260 MANAUS";10832
"130270 MANICORE";196
"130290 MAUES";289
"130300 NHAMUNDA";57
"130310 NOVA OLINDA DO NORTE";178
"130320 NOVO AIRAO";93
"130340 PARINTINS";516
"130353 PRESIDENTE FIGUEIREDO";70
"130356 RIO PRETO DA EVA";40
"130370 SANTO ANTONIO DO ICA";165
"130380 SAO GABRIEL DA CACHOEIRA";140
"130390 SAO PAULO DE OLIVENCA";146
"130395 SAO SEBASTIAO DO UATUMA";43
"130400 SILVES";53
"130406 TABATINGA";315
"130410 TAPAUA";70
"130420 TEFE";395
"130423 TONANTINS";52
"130426 UARINI";84
"130430 URUCARA";46
"140005 ALTO ALEGRE";12
"140010 BOA VISTA";2951
"140015 BONFIM";3
"140020 CARACARAI";13
"140023 CAROEBE";18
"140030 MUCAJAI";14
"140040 NORMANDIA";25
"140045 PACARAIMA";20
"140047 RORAINOPOLIS";146
"140050 SAO JOAO DA BALIZA";7
"140060 SAO LUIZ";6
"150010 ABAETETUBA";739
"150013 ABEL FIGUEIREDO";40
"150020 ACARA";99
"150034 AGUA AZUL DO NORTE";114
"150040 ALENQUER";369
"150050 ALMEIRIM";163
"150060 ALTAMIRA";711
"150070 ANAJAS";3
"150080 ANANINDEUA";2356
"150085 ANAPU";179
"150090 AUGUSTO CORREA";286
"150095 AURORA DO PARA";117
"150120 BAIAO";101
"150125 BANNACH";24
"150130 BARCARENA";677
"150140 BELEM";11747
"150145 BELTERRA";75
"150157 BOM JESUS DO TOCANTINS";66
"150170 BRAGANCA";894
"150172 BRASIL NOVO";169
"150175 BREJO GRANDE DO ARAGUAIA";58
"150178 BREU BRANCO";101
"150180 BREVES";657
"150190 BUJARU";93
"150200 CACHOEIRA DO ARARI";82
"150210 CAMETA";498
"150215 CANAA DOS CARAJAS";213
"150220 CAPANEMA";268
"150230 CAPITAO POCO";141
"150240 CASTANHAL";1771
"150270 CONCEICAO DO ARAGUAIA";329
"150275 CONCORDIA DO PARA";61
"150276 CUMARU DO NORTE";78
"150277 CURIONOPOLIS";102
"150280 CURRALINHO";133
"150290 CURUCA";88
"150293 DOM ELISEU";255
"150295 ELDORADO DOS CARAJAS";69
"150300 FARO";40
"150304 FLORESTA DO ARAGUAIA";144
"150307 GARRAFAO DO NORTE";40
"150309 GOIANESIA DO PARA";130
"150310 GURUPA";156
"150320 IGARAPE-ACU";120
"150330 IGARAPE-MIRI";595
"150340 INHANGAPI";11
