 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Jan/2011
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";190
"110002 ARIQUEMES";449
"110003 CABIXI";30
"110004 CACOAL";438
"110005 CEREJEIRAS";150
"110006 COLORADO DO OESTE";140
"110008 COSTA MARQUES";55
"110009 ESPIGAO D'OESTE";116
"110010 GUAJARA-MIRIM";230
"110011 JARU";163
"110012 JI-PARANA";620
"110013 MACHADINHO D'OESTE";168
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";236
"110018 PIMENTA BUENO";235
"110020 PORTO VELHO";2146
"110025 PRESIDENTE MEDICI";38
"110028 ROLIM DE MOURA";412
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";521
"110032 SAO MIGUEL DO GUAPORE";170
"110033 NOVA MAMORE";83
"110034 ALVORADA D'OESTE";114
"110037 ALTO ALEGRE DOS PARECIS";75
"110040 ALTO PARAISO";32
"110050 NOVO HORIZONTE DO OESTE";45
"110060 CACAULANDIA";27
"110070 CAMPO NOVO DE RONDONIA";88
"110094 CUJUBIM";44
"110100 GOVERNADOR JORGE TEIXEIRA";29
"110110 ITAPUA DO OESTE";3
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";104
"110140 MONTE NEGRO";269
"110143 NOVA UNIAO";18
"110145 PARECIS";16
"110146 PIMENTEIRAS DO OESTE";12
"110149 SAO FRANCISCO DO GUAPORE";99
"110150 SERINGUEIRAS";94
"110160 THEOBROMA";11
"110170 URUPA";84
"110175 VALE DO ANARI";14
"110180 VALE DO PARAISO";12
"120001 ACRELANDIA";58
"120005 ASSIS BRASIL";22
"120010 BRASILEIA";153
"120020 CRUZEIRO DO SUL";796
"120030 FEIJO";36
"120033 MANCIO LIMA";11
"120034 MANOEL URBANO";71
"120038 PLACIDO DE CASTRO";77
"120039 PORTO WALTER";5
"120040 RIO BRANCO";2856
"120042 RODRIGUES ALVES";35
"120043 SANTA ROSA DO PURUS";41
"120045 SENADOR GUIOMARD";26
"120050 SENA MADUREIRA";300
"120060 TARAUACA";137
"120070 XAPURI";88
"130002 ALVARAES";29
"130006 AMATURA";2
"130008 ANAMA";33
"130010 ANORI";43
"130014 APUI";84
"130040 BARCELOS";74
"130050 BARREIRINHA";71
"130060 BENJAMIN CONSTANT";73
"130063 BERURI";20
"130068 BOA VISTA DO RAMOS";36
"130070 BOCA DO ACRE";95
"130080 BORBA";99
"130100 CARAUARI";198
"130110 CAREIRO";28
"130120 COARI";322
"130130 CODAJAS";89
"130140 EIRUNEPE";107
"130150 ENVIRA";64
"130160 FONTE BOA";173
"130165 GUAJARA";80
"130170 HUMAITA";140
"130180 IPIXUNA";69
"130185 IRANDUBA";145
"130190 ITACOATIARA";300
"130195 ITAMARATI";27
"130200 ITAPIRANGA";52
"130210 JAPURA";8
"130220 JURUA";34
"130230 JUTAI";134
"130250 MANACAPURU";334
"130255 MANAQUIRI";30
"130260 MANAUS";8741
"130270 MANICORE";141
"130280 MARAA";71
"130290 MAUES";170
"130300 NHAMUNDA";49
"130310 NOVA OLINDA DO NORTE";51
"130330 NOVO ARIPUANA";91
"130340 PARINTINS";447
"130350 PAUINI";56
"130353 PRESIDENTE FIGUEIREDO";83
"130356 RIO PRETO DA EVA";52
"130360 SANTA ISABEL DO RIO NEGRO";66
"130370 SANTO ANTONIO DO ICA";67
"130380 SAO GABRIEL DA CACHOEIRA";96
"130390 SAO PAULO DE OLIVENCA";160
"130395 SAO SEBASTIAO DO UATUMA";31
"130406 TABATINGA";195
"130410 TAPAUA";70
"130420 TEFE";309
"130423 TONANTINS";111
"130426 UARINI";63
"140005 ALTO ALEGRE";54
"140010 BOA VISTA";1490
"140015 BONFIM";25
"140020 CARACARAI";22
"140023 CAROEBE";47
"140030 MUCAJAI";22
"140040 NORMANDIA";63
"140045 PACARAIMA";41
"140047 RORAINOPOLIS";65
"140050 SAO JOAO DA BALIZA";35
"140060 SAO LUIZ";41
"150010 ABAETETUBA";862
"150013 ABEL FIGUEIREDO";63
"150020 ACARA";157
"150030 AFUA";125
"150034 AGUA AZUL DO NORTE";132
"150040 ALENQUER";427
"150050 ALMEIRIM";118
"150060 ALTAMIRA";1193
"150070 ANAJAS";104
"150080 ANANINDEUA";3816
"150085 ANAPU";107
"150090 AUGUSTO CORREA";223
"150095 AURORA DO PARA";120
"150120 BAIAO";150
