 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Mar/2016
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";181
"110002 ARIQUEMES";540
"110003 CABIXI";26
"110004 CACOAL";1015
"110005 CEREJEIRAS";127
"110006 COLORADO DO OESTE";62
"110009 ESPIGAO D'OESTE";117
"110010 GUAJARA-MIRIM";253
"110011 JARU";275
"110012 JI-PARANA";924
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";222
"110018 PIMENTA BUENO";222
"110020 PORTO VELHO";3560
"110025 PRESIDENTE MEDICI";45
"110028 ROLIM DE MOURA";311
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";714
"110032 SAO MIGUEL DO GUAPORE";83
"110033 NOVA MAMORE";28
"110034 ALVORADA D'OESTE";52
"110037 ALTO ALEGRE DOS PARECIS";43
"110040 ALTO PARAISO";14
"110045 BURITIS";79
"110050 NOVO HORIZONTE DO OESTE";27
"110060 CACAULANDIA";3
"110070 CAMPO NOVO DE RONDONIA";21
"110094 CUJUBIM";11
"110100 GOVERNADOR JORGE TEIXEIRA";12
"110120 MINISTRO ANDREAZZA";19
"110143 NOVA UNIAO";33
"110145 PARECIS";21
"110146 PIMENTEIRAS DO OESTE";10
"110149 SAO FRANCISCO DO GUAPORE";103
"110150 SERINGUEIRAS";36
"110155 TEIXEIROPOLIS";4
"110160 THEOBROMA";4
"110170 URUPA";30
"110175 VALE DO ANARI";5
"110180 VALE DO PARAISO";14
"120005 ASSIS BRASIL";9
"120010 BRASILEIA";204
"120020 CRUZEIRO DO SUL";792
"120033 MANCIO LIMA";32
"120034 MANOEL URBANO";92
"120035 MARECHAL THAUMATURGO";16
"120038 PLACIDO DE CASTRO";28
"120039 PORTO WALTER";22
"120040 RIO BRANCO";2289
"120042 RODRIGUES ALVES";48
"120043 SANTA ROSA DO PURUS";20
"120045 SENADOR GUIOMARD";90
"120050 SENA MADUREIRA";243
"120060 TARAUACA";188
"120070 XAPURI";34
"130002 ALVARAES";47
"130014 APUI";102
"130020 ATALAIA DO NORTE";74
"130030 AUTAZES";83
"130040 BARCELOS";92
"130050 BARREIRINHA";86
"130060 BENJAMIN CONSTANT";49
"130070 BOCA DO ACRE";123
"130080 BORBA";142
"130083 CAAPIRANGA";26
"130090 CANUTAMA";40
"130100 CARAUARI";72
"130110 CAREIRO";38
"130120 COARI";309
"130130 CODAJAS";102
"130160 FONTE BOA";148
"130165 GUAJARA";19
"130170 HUMAITA";166
"130180 IPIXUNA";38
"130185 IRANDUBA";59
"130190 ITACOATIARA";341
"130195 ITAMARATI";22
"130210 JAPURA";7
"130220 JURUA";42
"130230 JUTAI";80
"130250 MANACAPURU";200
"130260 MANAUS";10102
"130270 MANICORE";276
"130290 MAUES";181
"130300 NHAMUNDA";38
"130340 PARINTINS";450
"130350 PAUINI";63
"130353 PRESIDENTE FIGUEIREDO";47
"130356 RIO PRETO DA EVA";39
"130370 SANTO ANTONIO DO ICA";122
"130390 SAO PAULO DE OLIVENCA";114
"130400 SILVES";46
"130406 TABATINGA";269
"130420 TEFE";383
"130426 UARINI";24
"130440 URUCURITUBA";13
"140005 ALTO ALEGRE";9
"140010 BOA VISTA";2700
"140015 BONFIM";5
"140030 MUCAJAI";15
"140040 NORMANDIA";45
"140045 PACARAIMA";38
"140047 RORAINOPOLIS";58
"140050 SAO JOAO DA BALIZA";41
"140060 SAO LUIZ";17
"150010 ABAETETUBA";615
"150013 ABEL FIGUEIREDO";34
"150020 ACARA";157
"150030 AFUA";96
"150034 AGUA AZUL DO NORTE";87
"150050 ALMEIRIM";87
"150060 ALTAMIRA";822
"150070 ANAJAS";108
"150080 ANANINDEUA";2705
"150085 ANAPU";97
"150090 AUGUSTO CORREA";198
"150095 AURORA DO PARA";123
"150120 BAIAO";72
"150125 BANNACH";27
"150130 BARCARENA";420
"150140 BELEM";8643
"150145 BELTERRA";47
"150150 BENEVIDES";14
"150157 BOM JESUS DO TOCANTINS";97
"150170 BRAGANCA";1285
"150172 BRASIL NOVO";27
"150175 BREJO GRANDE DO ARAGUAIA";49
"150178 BREU BRANCO";82
"150180 BREVES";766
"150190 BUJARU";164
"150200 CACHOEIRA DO ARARI";94
"150210 CAMETA";632
"150215 CANAA DOS CARAJAS";167
"150220 CAPANEMA";608
"150230 CAPITAO POCO";475
"150240 CASTANHAL";1162
"150250 CHAVES";14
"150270 CONCEICAO DO ARAGUAIA";354
"150275 CONCORDIA DO PARA";51
"150276 CUMARU DO NORTE";45
"150277 CURIONOPOLIS";127
"150280 CURRALINHO";122
"150290 CURUCA";109
"150293 DOM ELISEU";324
"150295 ELDORADO DOS CARAJAS";247
"150300 FARO";29
"150304 FLORESTA DO ARAGUAIA";125
"150309 GOIANESIA DO PARA";128
"150310 GURUPA";66
"150320 IGARAPE-ACU";18
"150330 IGARAPE-MIRI";554
"150340 INHANGAPI";34
"150345 IPIXUNA DO PARA";272
"150350 IRITUIA";115
"150360 ITAITUBA";581
"150370 ITUPIRANGA";88
"150380 JACUNDA";204
"150390 JURUTI";161
"150400 LIMOEIRO DO AJURU";145
"150405 MAE DO RIO";294
"150420 MARABA";1086
"150430 MARACANA";90
"150442 MARITUBA";304
"150445 MEDICILANDIA";97
"150450 MELGACO";85
"150460 MOCAJUBA";124
"150470 MOJU";310
"150480 MONTE ALEGRE";301
"150490 MUANA";173
"150495 NOVA ESPERANCA DO PIRIA";138
"150503 NOVO PROGRESSO";181
"150506 NOVO REPARTIMENTO";136
"150510 OBIDOS";237
"150520 OEIRAS DO PARA";120
"150530 ORIXIMINA";297
"150540 OUREM";73
"150543 OURILANDIA DO NORTE";200
"150548 PACAJA";144
"150549 PALESTINA DO PARA";7
"150550 PARAGOMINAS";687
"150553 PARAUAPEBAS";597
"150555 PAU D'ARCO";49
"150563 PICARRA";55
"150565 PLACAS";121
"150570 PONTA DE PEDRAS";97
"150580 PORTEL";126
"150590 PORTO DE MOZ";169
"150600 PRAINHA";87
"150613 REDENCAO";694
"150616 RIO MARIA";84
"150618 RONDON DO PARA";444
"150619 RUROPOLIS";129
"150620 SALINOPOLIS";188
"150630 SALVATERRA";76
"150640 SANTA CRUZ DO ARARI";42
"150658 SANTA MARIA DAS BARREIRAS";77
"150660 SANTA MARIA DO PARA";212
"150670 SANTANA DO ARAGUAIA";274
"150680 SANTAREM";1987
"150700 SANTO ANTONIO DO TAUA";298
"150715 SAO DOMINGOS DO ARAGUAIA";30
"150720 SAO DOMINGOS DO CAPIM";52
"150730 SAO FELIX DO XINGU";367
"150745 SAO GERALDO DO ARAGUAIA";187
"150747 SAO JOAO DE PIRABAS";64
"150750 SAO JOAO DO ARAGUAIA";36
"150760 SAO MIGUEL DO GUAMA";74
"150770 SAO SEBASTIAO DA BOA VISTA";86
"150775 SAPUCAIA";70
"150780 SENADOR JOSE PORFIRIO";45
"150790 SOURE";84
"150795 TAILANDIA";247
"150797 TERRA SANTA";63
"150800 TOME-ACU";208
"150803 TRACUATEUA";123
"150805 TRAIRAO";40
"150808 TUCUMA";334
"150810 TUCURUI";461
"150812 ULIANOPOLIS";269
"150815 URUARA";202
"150820 VIGIA";225
"150830 VISEU";280
"150835 VITORIA DO XINGU";41
"150840 XINGUARA";252
"160010 AMAPA";12
"160020 CALCOENE";34
"160027 LARANJAL DO JARI";224
"160030 MACAPA";1833
"160053 PORTO GRANDE";18
"160060 SANTANA";390
"170070 ALVORADA";74
"170100 ANANAS";20
"170190 ARAGUACEMA";27
"170200 ARAGUACU";79
"170210 ARAGUAINA";1685
"170220 ARAGUATINS";19
"170230 ARAPOEMA";55
"170240 ARRAIAS";21
"170255 AUGUSTINOPOLIS";501
"170370 BREJINHO DE NAZARE";5
"170550 COLINAS DO TOCANTINS";170
"170610 CRISTALANDIA";6
"170700 DIANOPOLIS";20
"170710 DIVINOPOLIS DO TOCANTINS";4
"170820 FORMOSO DO ARAGUAIA";28
"170900 GOIATINS";19
"170930 GUARAI";210
"170950 GURUPI";724
"171050 ITACAJA";23
"171320 MIRACEMA DO TOCANTINS";148
"171330 MIRANORTE";28
"171420 NATIVIDADE";1
"171430 NAZARE";14
"171575 PALMEIROPOLIS";7
"171610 PARAISO DO TOCANTINS";210
"171620 PARANA";1
"171650 PEDRO AFONSO";166
"171660 PEIXE";4
"171670 COLMEIA";19
"171750 PIUM";40
"171790 PONTE ALTA DO TOCANTINS";1
"171820 PORTO NACIONAL";404
"172065 SILVANOPOLIS";3
"172090 TAGUATINGA";35
"172100 PALMAS";2212
"172120 TOCANTINOPOLIS";105
"172210 XAMBIOA";85
"210005 ACAILANDIA";522
"210010 AFONSO CUNHA";29
"210015 AGUA DOCE DO MARANHAO";70
"210030 ALDEIAS ALTAS";133
"210043 ALTO ALEGRE DO MARANHAO";202
"210047 ALTO ALEGRE DO PINDARE";197
"210060 AMARANTE DO MARANHAO";228
"210070 ANAJATUBA";128
"210080 ANAPURUS";72
"210083 APICUM-ACU";84
"210087 ARAGUANA";84
"210090 ARAIOSES";66
"210095 ARAME";183
"210100 ARARI";84
"210110 AXIXA";89
"210120 BACABAL";528
"210130 BACURI";166
"210140 BALSAS";536
"210150 BARAO DE GRAJAU";82
"210160 BARRA DO CORDA";318
"210170 BARREIRINHAS";316
"210180 BENEDITO LEITE";20
"210190 BEQUIMAO";83
"210197 BOA VISTA DO GURUPI";78
"210200 BOM JARDIM";208
"210203 BOM JESUS DAS SELVAS";113
"210210 BREJO";202
"210220 BURITI";161
"210230 BURITI BRAVO";176
"210232 BURITICUPU";320
"210250 CAJARI";23
"210260 CANDIDO MENDES";49
"210270 CANTANHEDE";128
"210275 CAPINZAL DO NORTE";13
"210280 CAROLINA";47
"210290 CARUTAPERA";164
"210300 CAXIAS";812
"210310 CEDRAL";63
"210312 CENTRAL DO MARANHAO";39
"210320 CHAPADINHA";288
"210325 CIDELANDIA";80
"210330 CODO";333
"210340 COELHO NETO";185
"210350 COLINAS";405
"210360 COROATA";338
"210370 CURURUPU";343
"210380 DOM PEDRO";151
"210390 DUQUE BACELAR";66
"210400 ESPERANTINOPOLIS";119
"210405 ESTREITO";86
"210407 FEIRA NOVA DO MARANHAO";162
"210408 FERNANDO FALCAO";43
"210409 FORMOSA DA SERRA NEGRA";54
"210410 FORTALEZA DOS NOGUEIRAS";63
"210420 FORTUNA";75
"210440 GONCALVES DIAS";151
"210450 GOVERNADOR ARCHER";65
"210455 GOVERNADOR EDISON LOBAO";23
"210460 GOVERNADOR EUGENIO BARROS";91
"210462 GOVERNADOR LUIZ ROCHA";48
"210467 GOVERNADOR NUNES FREIRE";472
"210480 GRAJAU";675
"210490 GUIMARAES";80
"210500 HUMBERTO DE CAMPOS";128
"210510 ICATU";110
"210515 IGARAPE DO MEIO";33
"210520 IGARAPE GRANDE";66
