 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Nov/2024
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";247
"110002 ARIQUEMES";493
"110003 CABIXI";6
"110004 CACOAL";1185
"110005 CEREJEIRAS";75
"110006 COLORADO DO OESTE";85
"110009 ESPIGAO D'OESTE";114
"110010 GUAJARA-MIRIM";322
"110011 JARU";291
"110012 JI-PARANA";1075
"110013 MACHADINHO D'OESTE";246
"110014 NOVA BRASILANDIA D'OESTE";68
"110015 OURO PRETO DO OESTE";221
"110018 PIMENTA BUENO";264
"110020 PORTO VELHO";3844
"110025 PRESIDENTE MEDICI";104
"110026 RIO CRESPO";5
"110028 ROLIM DE MOURA";288
"110029 SANTA LUZIA D'OESTE";39
"110030 VILHENA";1046
"110032 SAO MIGUEL DO GUAPORE";121
"110033 NOVA MAMORE";77
"110034 ALVORADA D'OESTE";64
"110037 ALTO ALEGRE DOS PARECIS";68
"110040 ALTO PARAISO";16
"110045 BURITIS";130
"110050 NOVO HORIZONTE DO OESTE";41
"110060 CACAULANDIA";4
"110070 CAMPO NOVO DE RONDONIA";10
"110080 CANDEIAS DO JAMARI";10
"110094 CUJUBIM";134
"110110 ITAPUA DO OESTE";13
"110120 MINISTRO ANDREAZZA";20
"110130 MIRANTE DA SERRA";77
"110140 MONTE NEGRO";75
"110143 NOVA UNIAO";11
"110146 PIMENTEIRAS DO OESTE";6
"110148 SAO FELIPE D'OESTE";4
"110149 SAO FRANCISCO DO GUAPORE";147
"110150 SERINGUEIRAS";113
"110155 TEIXEIROPOLIS";1
"110160 THEOBROMA";15
"110170 URUPA";45
"110180 VALE DO PARAISO";18
"120001 ACRELANDIA";41
"120005 ASSIS BRASIL";68
"120010 BRASILEIA";210
"120020 CRUZEIRO DO SUL";891
"120030 FEIJO";65
"120033 MANCIO LIMA";31
"120034 MANOEL URBANO";61
"120035 MARECHAL THAUMATURGO";65
"120038 PLACIDO DE CASTRO";33
"120039 PORTO WALTER";16
"120040 RIO BRANCO";2823
"120042 RODRIGUES ALVES";53
"120043 SANTA ROSA DO PURUS";17
"120045 SENADOR GUIOMARD";282
"120050 SENA MADUREIRA";154
"120060 TARAUACA";172
"120070 XAPURI";60
"130002 ALVARAES";72
"130006 AMATURA";47
"130008 ANAMA";105
"130010 ANORI";124
"130014 APUI";89
"130020 ATALAIA DO NORTE";58
"130030 AUTAZES";69
"130040 BARCELOS";77
"130050 BARREIRINHA";147
"130060 BENJAMIN CONSTANT";197
"130063 BERURI";78
"130068 BOA VISTA DO RAMOS";53
"130070 BOCA DO ACRE";120
"130080 BORBA";130
"130083 CAAPIRANGA";37
"130090 CANUTAMA";58
"130100 CARAUARI";165
"130110 CAREIRO";131
"130120 COARI";397
"130130 CODAJAS";207
"130140 EIRUNEPE";117
"130150 ENVIRA";85
"130160 FONTE BOA";96
"130165 GUAJARA";52
"130170 HUMAITA";74
"130180 IPIXUNA";181
"130185 IRANDUBA";69
"130190 ITACOATIARA";511
"130195 ITAMARATI";90
"130200 ITAPIRANGA";27
"130210 JAPURA";38
"130230 JUTAI";39
"130240 LABREA";103
"130250 MANACAPURU";554
"130255 MANAQUIRI";53
"130260 MANAUS";10879
"130270 MANICORE";136
"130280 MARAA";33
"130290 MAUES";137
"130300 NHAMUNDA";187
"130310 NOVA OLINDA DO NORTE";96
"130320 NOVO AIRAO";75
"130330 NOVO ARIPUANA";122
"130340 PARINTINS";690
"130350 PAUINI";85
"130353 PRESIDENTE FIGUEIREDO";79
"130356 RIO PRETO DA EVA";20
"130360 SANTA ISABEL DO RIO NEGRO";12
"130380 SAO GABRIEL DA CACHOEIRA";204
"130390 SAO PAULO DE OLIVENCA";190
"130395 SAO SEBASTIAO DO UATUMA";47
"130400 SILVES";75
"130406 TABATINGA";31
"130420 TEFE";508
"130423 TONANTINS";137
"130426 UARINI";66
"130430 URUCARA";77
"130440 URUCURITUBA";13
"140005 ALTO ALEGRE";9
"140010 BOA VISTA";2875
"140015 BONFIM";3
"140020 CARACARAI";8
"140023 CAROEBE";11
"140030 MUCAJAI";5
