 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Mai/2024
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";320
"110002 ARIQUEMES";541
"110003 CABIXI";16
"110004 CACOAL";1275
"110005 CEREJEIRAS";119
"110006 COLORADO DO OESTE";96
"110009 ESPIGAO D'OESTE";139
"110010 GUAJARA-MIRIM";335
"110011 JARU";343
"110012 JI-PARANA";1080
"110013 MACHADINHO D'OESTE";294
"110014 NOVA BRASILANDIA D'OESTE";100
"110015 OURO PRETO DO OESTE";258
"110018 PIMENTA BUENO";365
"110020 PORTO VELHO";4220
"110025 PRESIDENTE MEDICI";119
"110026 RIO CRESPO";11
"110028 ROLIM DE MOURA";375
"110029 SANTA LUZIA D'OESTE";61
"110030 VILHENA";866
"110032 SAO MIGUEL DO GUAPORE";153
"110033 NOVA MAMORE";78
"110034 ALVORADA D'OESTE";62
"110037 ALTO ALEGRE DOS PARECIS";31
"110040 ALTO PARAISO";39
"110045 BURITIS";82
"110060 CACAULANDIA";4
"110070 CAMPO NOVO DE RONDONIA";17
"110080 CANDEIAS DO JAMARI";9
"110094 CUJUBIM";139
"110100 GOVERNADOR JORGE TEIXEIRA";4
"110110 ITAPUA DO OESTE";7
"110120 MINISTRO ANDREAZZA";20
"110130 MIRANTE DA SERRA";38
"110140 MONTE NEGRO";44
"110143 NOVA UNIAO";12
"110145 PARECIS";20
"110146 PIMENTEIRAS DO OESTE";9
"110148 SAO FELIPE D'OESTE";10
"110149 SAO FRANCISCO DO GUAPORE";138
"110150 SERINGUEIRAS";130
"110155 TEIXEIROPOLIS";1
"110160 THEOBROMA";11
"110170 URUPA";78
"110175 VALE DO ANARI";12
"110180 VALE DO PARAISO";24
"120001 ACRELANDIA";30
"120005 ASSIS BRASIL";52
"120010 BRASILEIA";227
"120020 CRUZEIRO DO SUL";991
"120030 FEIJO";97
"120033 MANCIO LIMA";86
"120034 MANOEL URBANO";43
"120035 MARECHAL THAUMATURGO";28
"120038 PLACIDO DE CASTRO";50
"120039 PORTO WALTER";48
"120040 RIO BRANCO";2979
"120042 RODRIGUES ALVES";32
"120043 SANTA ROSA DO PURUS";18
"120045 SENADOR GUIOMARD";90
"120050 SENA MADUREIRA";133
"120060 TARAUACA";182
"120070 XAPURI";47
"130002 ALVARAES";70
"130006 AMATURA";25
"130008 ANAMA";149
"130010 ANORI";150
"130014 APUI";75
"130020 ATALAIA DO NORTE";67
"130030 AUTAZES";126
"130040 BARCELOS";68
"130050 BARREIRINHA";153
"130060 BENJAMIN CONSTANT";135
"130063 BERURI";70
"130068 BOA VISTA DO RAMOS";86
"130070 BOCA DO ACRE";175
"130080 BORBA";149
"130083 CAAPIRANGA";51
"130090 CANUTAMA";66
"130100 CARAUARI";157
"130110 CAREIRO";278
"130120 COARI";392
"130130 CODAJAS";109
"130140 EIRUNEPE";152
"130150 ENVIRA";61
"130160 FONTE BOA";136
"130165 GUAJARA";40
"130170 HUMAITA";150
"130180 IPIXUNA";243
"130185 IRANDUBA";71
"130190 ITACOATIARA";426
"130195 ITAMARATI";89
"130200 ITAPIRANGA";36
"130210 JAPURA";27
"130230 JUTAI";167
"130240 LABREA";206
"130250 MANACAPURU";593
"130255 MANAQUIRI";44
"130260 MANAUS";11721
"130270 MANICORE";111
"130280 MARAA";51
"130290 MAUES";242
"130300 NHAMUNDA";106
"130310 NOVA OLINDA DO NORTE";191
"130320 NOVO AIRAO";96
"130330 NOVO ARIPUANA";96
"130340 PARINTINS";910
"130350 PAUINI";128
"130353 PRESIDENTE FIGUEIREDO";89
"130356 RIO PRETO DA EVA";48
"130360 SANTA ISABEL DO RIO NEGRO";131
"130370 SANTO ANTONIO DO ICA";37
"130380 SAO GABRIEL DA CACHOEIRA";181
"130390 SAO PAULO DE OLIVENCA";168
"130395 SAO SEBASTIAO DO UATUMA";61
"130400 SILVES";41
"130406 TABATINGA";41
"130420 TEFE";452
"130423 TONANTINS";129
"130426 UARINI";88
"130430 URUCARA";68
"130440 URUCURITUBA";40
"140005 ALTO ALEGRE";13
"140010 BOA VISTA";2582
"140015 BONFIM";8
"140020 CARACARAI";13
"140040 NORMANDIA";14
"140045 PACARAIMA";40
"140047 RORAINOPOLIS";121
"140060 SAO LUIZ";14
"150010 ABAETETUBA";727
"150013 ABEL FIGUEIREDO";47
"150020 ACARA";161
"150030 AFUA";124
"150034 AGUA AZUL DO NORTE";108
"150040 ALENQUER";505
"150050 ALMEIRIM";233
"150060 ALTAMIRA";1076
"150070 ANAJAS";133
"150080 ANANINDEUA";1891
"150085 ANAPU";135
"150090 AUGUSTO CORREA";336
"150095 AURORA DO PARA";135
"150110 BAGRE";29
"150120 BAIAO";199
"150125 BANNACH";19
"150130 BARCARENA";676
"150140 BELEM";11973
"150145 BELTERRA";37
"150157 BOM JESUS DO TOCANTINS";118
"150170 BRAGANCA";976
"150172 BRASIL NOVO";220
"150175 BREJO GRANDE DO ARAGUAIA";58
"150178 BREU BRANCO";89
"150180 BREVES";670
"150200 CACHOEIRA DO ARARI";94
"150210 CAMETA";702
"150215 CANAA DOS CARAJAS";396
"150220 CAPANEMA";852
"150230 CAPITAO POCO";85
"150240 CASTANHAL";2232
"150250 CHAVES";12
"150270 CONCEICAO DO ARAGUAIA";396
"150275 CONCORDIA DO PARA";51
"150276 CUMARU DO NORTE";72
"150277 CURIONOPOLIS";96
"150280 CURRALINHO";141
"150290 CURUCA";118
"150293 DOM ELISEU";164
"150295 ELDORADO DOS CARAJAS";193
"150300 FARO";38
"150304 FLORESTA DO ARAGUAIA";131
"150307 GARRAFAO DO NORTE";27
"150309 GOIANESIA DO PARA";146
"150310 GURUPA";164
"150320 IGARAPE-ACU";60
"150330 IGARAPE-MIRI";677
"150345 IPIXUNA DO PARA";560
"150350 IRITUIA";66
"150360 ITAITUBA";977
"150370 ITUPIRANGA";142
"150375 JACAREACANGA";92
"150380 JACUNDA";292
"150390 JURUTI";184
"150400 LIMOEIRO DO AJURU";156
"150405 MAE DO RIO";168
"150420 MARABA";1589
"150430 MARACANA";29
"150442 MARITUBA";633
"150445 MEDICILANDIA";113
"150450 MELGACO";79
"150460 MOCAJUBA";162
"150470 MOJU";177
"150480 MONTE ALEGRE";250
"150490 MUANA";162
"150495 NOVA ESPERANCA DO PIRIA";101
"150497 NOVA IPIXUNA";29
"150503 NOVO PROGRESSO";187
"150506 NOVO REPARTIMENTO";152
"150520 OEIRAS DO PARA";108
"150530 ORIXIMINA";359
"150540 OUREM";82
"150543 OURILANDIA DO NORTE";759
"150548 PACAJA";242
"150549 PALESTINA DO PARA";30
"150550 PARAGOMINAS";655
"150553 PARAUAPEBAS";986
"150555 PAU D'ARCO";70
"150563 PICARRA";59
"150565 PLACAS";130
"150570 PONTA DE PEDRAS";93
"150580 PORTEL";212
"150590 PORTO DE MOZ";158
"150600 PRAINHA";88
"150613 REDENCAO";1038
"150616 RIO MARIA";209
"150618 RONDON DO PARA";191
"150619 RUROPOLIS";171
"150620 SALINOPOLIS";238
"150630 SALVATERRA";99
"150640 SANTA CRUZ DO ARARI";36
"150650 SANTA IZABEL DO PARA";400
"150658 SANTA MARIA DAS BARREIRAS";79
"150660 SANTA MARIA DO PARA";122
"150670 SANTANA DO ARAGUAIA";237
"150680 SANTAREM";1584
"150700 SANTO ANTONIO DO TAUA";432
"150715 SAO DOMINGOS DO ARAGUAIA";49
"150720 SAO DOMINGOS DO CAPIM";79
"150730 SAO FELIX DO XINGU";316
"150745 SAO GERALDO DO ARAGUAIA";142
"150747 SAO JOAO DE PIRABAS";88
"150750 SAO JOAO DO ARAGUAIA";15
"150760 SAO MIGUEL DO GUAMA";287
"150770 SAO SEBASTIAO DA BOA VISTA";166
"150775 SAPUCAIA";34
"150780 SENADOR JOSE PORFIRIO";74
"150790 SOURE";73
"150795 TAILANDIA";415
"150797 TERRA SANTA";90
"150800 TOME-ACU";282
"150803 TRACUATEUA";108
"150805 TRAIRAO";131
"150808 TUCUMA";396
"150810 TUCURUI";740
"150812 ULIANOPOLIS";209
"150815 URUARA";300
"150820 VIGIA";131
"150830 VISEU";204
"150835 VITORIA DO XINGU";159
"150840 XINGUARA";253
"160005 SERRA DO NAVIO";9
"160010 AMAPA";24
"160015 PEDRA BRANCA DO AMAPARI";12
"160020 CALCOENE";36
"160023 FERREIRA GOMES";11
"160027 LARANJAL DO JARI";343
"160030 MACAPA";3386
"160040 MAZAGAO";9
"160050 OIAPOQUE";64
"160060 SANTANA";806
"170070 ALVORADA";33
"170100 ANANAS";13
"170190 ARAGUACEMA";35
"170200 ARAGUACU";11
"170210 ARAGUAINA";2206
"170220 ARAGUATINS";74
"170230 ARAPOEMA";83
"170240 ARRAIAS";154
"170255 AUGUSTINOPOLIS";447
"170370 BREJINHO DE NAZARE";11
"170550 COLINAS DO TOCANTINS";217
"170700 DIANOPOLIS";179
"170730 DUERE";8
"170820 FORMOSO DO ARAGUAIA";60
"170900 GOIATINS";18
"170930 GUARAI";298
"170950 GURUPI";904
"171320 MIRACEMA DO TOCANTINS";248
"171420 NATIVIDADE";5
"171610 PARAISO DO TOCANTINS";402
"171620 PARANA";34
"171650 PEDRO AFONSO";112
"171660 PEIXE";37
"171700 PINDORAMA DO TOCANTINS";26
"171750 PIUM";57
"171790 PONTE ALTA DO TOCANTINS";3
"171820 PORTO NACIONAL";523
"172065 SILVANOPOLIS";2
"172080 SITIO NOVO DO TOCANTINS";39
"172090 TAGUATINGA";54
"172100 PALMAS";2589
"172120 TOCANTINOPOLIS";98
"172210 XAMBIOA";111
"210005 ACAILANDIA";635
"210010 AFONSO CUNHA";8
"210020 ALCANTARA";20
"210030 ALDEIAS ALTAS";37
"210043 ALTO ALEGRE DO MARANHAO";288
"210047 ALTO ALEGRE DO PINDARE";226
"210050 ALTO PARNAIBA";17
"210060 AMARANTE DO MARANHAO";262
"210070 ANAJATUBA";49
"210080 ANAPURUS";29
"210083 APICUM-ACU";100
"210087 ARAGUANA";78
"210090 ARAIOSES";26
"210095 ARAME";145
"210100 ARARI";52
"210110 AXIXA";23
"210120 BACABAL";994
"210125 BACABEIRA";36
"210130 BACURI";104
"210140 BALSAS";679
"210150 BARAO DE GRAJAU";44
"210160 BARRA DO CORDA";784
"210170 BARREIRINHAS";415
"210177 BELA VISTA DO MARANHAO";59
"210190 BEQUIMAO";52
"210193 BERNARDO DO MEARIM";41
"210200 BOM JARDIM";153
"210203 BOM JESUS DAS SELVAS";113
"210210 BREJO";103
"210220 BURITI";71
"210230 BURITI BRAVO";159
"210232 BURITICUPU";361
"210240 CAJAPIO";35
"210250 CAJARI";25
"210270 CANTANHEDE";138
"210275 CAPINZAL DO NORTE";6
"210280 CAROLINA";172
"210290 CARUTAPERA";218
"210300 CAXIAS";1452
"210310 CEDRAL";100
"210312 CENTRAL DO MARANHAO";46
"210320 CHAPADINHA";498
"210325 CIDELANDIA";78
"210330 CODO";448
"210340 COELHO NETO";211
"210350 COLINAS";666
"210355 CONCEICAO DO LAGO-ACU";77
"210360 COROATA";224
"210370 CURURUPU";410
"210380 DOM PEDRO";136
"210390 DUQUE BACELAR";50
"210400 ESPERANTINOPOLIS";105
"210405 ESTREITO";166
"210407 FEIRA NOVA DO MARANHAO";56
"210408 FERNANDO FALCAO";47
"210409 FORMOSA DA SERRA NEGRA";59
"210410 FORTALEZA DOS NOGUEIRAS";56
"210420 FORTUNA";34
"210440 GONCALVES DIAS";110
"210450 GOVERNADOR ARCHER";68
"210455 GOVERNADOR EDISON LOBAO";28
"210460 GOVERNADOR EUGENIO BARROS";108
"210462 GOVERNADOR LUIZ ROCHA";48
"210465 GOVERNADOR NEWTON BELLO";61
"210467 GOVERNADOR NUNES FREIRE";536
"210480 GRAJAU";527
"210490 GUIMARAES";69
"210500 HUMBERTO DE CAMPOS";61
"210510 ICATU";4
"210515 IGARAPE DO MEIO";111
"210520 IGARAPE GRANDE";70
"210530 IMPERATRIZ";2450
"210535 ITAIPAVA DO GRAJAU";78
"210540 ITAPECURU MIRIM";196
"210542 ITINGA DO MARANHAO";91
"210545 JATOBA";6
"210547 JENIPAPO DOS VIEIRAS";50
"210550 JOAO LISBOA";125
"210560 JOSELANDIA";64
"210570 LAGO DA PEDRA";645
"210580 LAGO DO JUNCO";97
"210594 LAGO DOS RODRIGUES";72
"210596 LAGOA GRANDE DO MARANHAO";30
"210600 LIMA CAMPOS";91
"210610 LORETO";53
"210630 MAGALHAES DE ALMEIDA";71
"210637 MARANHAOZINHO";79
"210640 MATA ROMA";101
"210650 MATINHA";41
"210660 MATOES";112
"210667 MILAGRES DO MARANHAO";32
"210670 MIRADOR";126
"210675 MIRANDA DO NORTE";92
"210680 MIRINZAL";82
"210690 MONCAO";186
"210700 MONTES ALTOS";13
"210710 MORROS";81
"210720 NINA RODRIGUES";55
"210725 NOVA COLINAS";32
"210735 NOVA OLINDA DO MARANHAO";142
"210740 OLHO D'AGUA DAS CUNHAS";105
"210745 OLINDA NOVA DO MARANHAO";52
"210750 PACO DO LUMIAR";245
"210760 PALMEIRANDIA";85
"210770 PARAIBANO";79
"210780 PARNARAMA";221
"210790 PASSAGEM FRANCA";464
"210800 PASTOS BONS";123
"210805 PAULINO NEVES";88
"210810 PAULO RAMOS";202
"210820 PEDREIRAS";501
"210825 PEDRO DO ROSARIO";31
"210830 PENALVA";81
"210845 PERITORO";259
"210850 PINDARE-MIRIM";35
"210860 PINHEIRO";874
"210870 PIO XII";150
"210880 PIRAPEMAS";33
"210890 POCAO DE PEDRAS";76
"210900 PORTO FRANCO";316
"210910 PRESIDENTE DUTRA";645
"210920 PRESIDENTE JUSCELINO";18
"210923 PRESIDENTE MEDICI";147
"210930 PRESIDENTE VARGAS";40
"210940 PRIMEIRA CRUZ";75
"210945 RAPOSA";26
"210950 RIACHAO";100
"210960 ROSARIO";272
"210970 SAMBAIBA";33
"210980 SANTA HELENA";140
"210990 SANTA INES";1239
"211000 SANTA LUZIA";280
"211003 SANTA LUZIA DO PARUA";326
"211010 SANTA QUITERIA DO MARANHAO";173
"211020 SANTA RITA";140
"211023 SANTANA DO MARANHAO";70
"211027 SANTO AMARO DO MARANHAO";60
"211030 SANTO ANTONIO DOS LOPES";62
"211040 SAO BENEDITO DO RIO PRETO";69
"211050 SAO BENTO";168
"211060 SAO BERNARDO";166
"211065 SAO DOMINGOS DO AZEITAO";50
"211070 SAO DOMINGOS DO MARANHAO";132
"211080 SAO FELIX DE BALSAS";32
"211085 SAO FRANCISCO DO BREJAO";32
"211090 SAO FRANCISCO DO MARANHAO";52
"211100 SAO JOAO BATISTA";120
"211102 SAO JOAO DO CARU";42
"211107 SAO JOAO DO SOTER";45
"211110 SAO JOAO DOS PATOS";179
"211120 SAO JOSE DE RIBAMAR";440
"211125 SAO JOSE DOS BASILIOS";36
"211130 SAO LUIS";11396
"211140 SAO LUIS GONZAGA DO MARANHAO";196
"211150 SAO MATEUS DO MARANHAO";222
"211153 SAO PEDRO DA AGUA BRANCA";60
"211157 SAO PEDRO DOS CRENTES";60
"211160 SAO RAIMUNDO DAS MANGABEIRAS";104
"211163 SAO RAIMUNDO DO DOCA BEZERRA";16
"211170 SAO VICENTE FERRER";101
"211172 SATUBINHA";45
"211174 SENADOR ALEXANDRE COSTA";33
"211178 SERRANO DO MARANHAO";92
"211180 SITIO NOVO";149
"211190 SUCUPIRA DO NORTE";48
"211195 SUCUPIRA DO RIACHAO";35
"211200 TASSO FRAGOSO";30
"211210 TIMBIRAS";318
"211220 TIMON";770
"211223 TRIZIDELA DO VALE";82
"211227 TUFILANDIA";9
"211230 TUNTUM";102
"211240 TURIACU";143
"211250 TUTOIA";150
"211260 URBANO SANTOS";143
"211270 VARGEM GRANDE";141
"211280 VIANA";350
"211285 VILA NOVA DOS MARTIRIOS";65
"211290 VITORIA DO MEARIM";51
"211300 VITORINO FREIRE";198
"211400 ZE DOCA";353
"220010 AGRICOLANDIA";4
"220020 AGUA BRANCA";73
"220030 ALTO LONGA";25
"220040 ALTOS";153
"220050 AMARANTE";66
"220100 ARRAIAL";8
"220110 AVELINO LOPES";94
"220120 BARRAS";145
"220150 BATALHA";39
"220160 BENEDITINOS";9
"220190 BOM JESUS";441
"220220 CAMPO MAIOR";499
"220230 CANTO DO BURITI";95
"220260 CASTELO DO PIAUI";51
"220270 COCAL";96
"220290 CORRENTE";181
"220310 CRISTINO CASTRO";57
"220320 CURIMATA";123
"220330 DEMERVAL LOBAO";76
"220350 ELESBAO VELOSO";110
"220370 ESPERANTINA";415
"220390 FLORIANO";1055
"220400 FRANCINOPOLIS";7
"220430 FRONTEIRAS";183
"220450 GUADALUPE";89
"220470 INHUMA";9
"220480 IPIRANGA DO PIAUI";5
"220510 ITAUEIRA";69
"220520 JAICOS";118
"220540 JOAQUIM PIRES";16
"220550 JOSE DE FREITAS";100
"220570 LUIS CORREIA";12
"220580 LUZILANDIA";317
"220595 MARCOLANDIA";14
"220620 MIGUEL ALVES";129
"220650 MONSENHOR HIPOLITO";30
"220680 NOSSA SENHORA DOS REMEDIOS";19
"220700 OEIRAS";495
"220730 PAES LANDIM";2
"220760 PARNAGUA";120
"220770 PARNAIBA";1887
"220780 PAULISTANA";94
"220790 PEDRO II";391
"220800 PICOS";731
"220810 PIMENTEIRAS";21
"220840 PIRIPIRI";501
"220850 PORTO";62
"220880 REGENERACAO";130
